	学号		语文	数学	英语	物理	化学	总分
	00000001	73	82	79	76	74	384
	00000002	69	80	72	78	80	379
	00000003	81	82	76	86	70	395
	00000004	67	81	70	75	81	374
	00000005	72	78	78	78	73	379
	00000006	67	77	75	79	73	371
	00000007	76	79	86	81	73	395
	00000008	73	72	78	75	80	378
	00000009	81	77	73	79	76	386
	00000010	75	71	83	85	72	386
	00000011	75	78	77	78	73	381
	00000012	78	79	77	73	85	392
	00000013	76	76	78	75	79	384
	00000014	77	79	76	83	77	392
	00000015	81	77	76	87	76	397
	00000016	78	72	71	74	76	371
	00000017	83	77	75	77	83	395
	00000018	76	78	76	77	77	384
	00000019	75	79	83	76	73	386
	00000020	76	76	78	74	69	373
	00000021	78	78	75	86	78	395
	00000022	80	77	76	77	77	387
	00000023	80	77	77	77	76	387
	00000024	70	76	78	81	69	374
	00000025	68	79	72	70	74	363
	00000026	76	77	76	73	72	374
	00000027	81	77	78	78	77	391
	00000028	77	85	73	69	61	365
	00000029	85	81	77	80	74	397
	00000030	76	75	80	80	82	393
	00000031	75	70	73	78	73	369
	00000032	76	78	67	78	83	382
	00000033	82	74	76	75	78	385
	00000034	70	86	74	77	75	382
	00000035	83	69	76	77	75	380
	00000036	73	77	81	67	71	369
	00000037	79	78	77	72	66	372
	00000038	76	80	71	75	76	378
	00000039	77	70	80	76	79	382
	00000040	70	74	78	73	77	372
	00000041	77	76	81	76	78	388
	00000042	75	80	68	72	78	373
	00000043	67	76	73	82	75	373
	00000044	74	76	78	83	72	383
	00000045	74	76	72	75	78	375
	00000046	75	79	80	77	69	380
	00000047	78	82	76	74	78	388
	00000048	76	74	66	75	81	372
	00000049	87	79	75	76	77	394
	00000050	79	75	77	77	78	386
	00000051	65	72	70	82	75	364
	00000052	79	85	78	78	76	396
	00000053	78	82	78	75	78	391
	00000054	80	70	73	67	77	367
	00000055	67	79	75	79	74	374
	00000056	72	79	74	77	72	374
	00000057	75	76	78	82	74	385
	00000058	74	78	66	78	66	362
	00000059	76	73	72	78	78	377
	00000060	79	76	75	78	72	380
	00000061	76	77	78	76	73	380
	00000062	79	76	78	77	74	384
	00000063	77	75	85	76	75	388
	00000064	77	77	77	74	71	376
	00000065	76	75	77	76	82	386
	00000066	69	76	71	74	78	368
	00000067	75	81	78	84	77	395
	00000068	77	72	79	76	77	381
	00000069	78	79	77	80	80	394
	00000070	79	80	71	71	77	378
	00000071	81	74	76	75	81	387
	00000072	80	77	79	84	77	397
	00000073	78	71	82	78	78	387
	00000074	76	77	74	77	77	381
	00000075	73	79	74	79	82	387
	00000076	82	77	77	77	77	390
	00000077	75	79	78	77	67	376
	00000078	70	72	78	77	70	367
	00000079	79	75	76	74	75	379
	00000080	72	75	80	78	80	385
	00000081	76	78	76	78	66	374
	00000082	77	80	80	78	74	389
	00000083	72	72	74	81	80	379
	00000084	78	74	77	76	75	380
	00000085	74	79	78	75	73	379
	00000086	71	76	80	71	73	371
	00000087	78	76	75	81	71	381
	00000088	76	81	82	72	78	389
	00000089	74	78	78	80	76	386
	00000090	78	69	77	78	75	377
	00000091	79	78	76	79	72	384
	00000092	71	76	76	75	81	379
	00000093	75	78	74	76	79	382
	00000094	68	81	77	76	78	380
	00000095	70	75	69	76	82	372
	00000096	79	73	69	73	83	377
	00000097	79	75	76	77	76	383
	00000098	77	77	72	74	82	382
	00000099	79	77	77	76	73	382
	00000100	76	75	75	77	81	384
	00000101	70	76	80	73	69	368
	00000102	75	78	80	74	90	397
	00000103	83	82	78	80	75	398
	00000104	77	77	73	79	77	383
	00000105	75	77	78	74	68	372
	00000106	75	68	80	83	74	380
	00000107	80	79	78	76	77	390
	00000108	70	81	79	78	73	381
	00000109	76	73	79	71	79	378
	00000110	73	72	79	72	78	374
	00000111	80	74	74	76	80	384
	00000112	76	77	76	71	70	370
	00000113	77	73	77	78	79	384
	00000114	71	76	77	72	77	373
	00000115	77	75	77	70	78	377
	00000116	77	69	77	77	79	379
	00000117	72	75	78	80	73	378
	00000118	73	80	73	76	84	386
	00000119	76	68	74	77	80	375
	00000120	80	72	73	74	67	366
	00000121	72	83	72	80	77	384
	00000122	76	76	71	77	79	379
	00000123	76	75	79	77	76	383
	00000124	77	77	78	75	74	381
	00000125	79	78	75	80	78	390
	00000126	75	79	67	70	75	366
	00000127	73	77	79	80	72	381
	00000128	75	81	78	74	80	388
	00000129	72	74	77	76	79	378
	00000130	78	78	78	77	79	390
	00000131	77	77	81	75	77	387
	00000132	75	76	78	81	73	383
	00000133	84	68	75	77	76	380
	00000134	77	74	76	72	74	373
	00000135	78	78	79	74	76	385
	00000136	67	70	77	77	77	368
	00000137	78	78	78	75	79	388
	00000138	76	80	71	76	67	370
	00000139	77	76	78	76	78	385
	00000140	75	76	82	78	83	394
	00000141	67	76	77	79	75	374
	00000142	78	77	86	73	76	390
	00000143	86	81	80	77	78	402
	00000144	74	79	72	76	76	377
	00000145	75	82	78	73	87	395
	00000146	77	76	79	73	71	376
	00000147	77	72	77	77	80	383
	00000148	75	73	74	78	80	380
	00000149	82	80	75	77	76	390
	00000150	83	79	78	77	69	386
	00000151	80	80	79	78	78	395
	00000152	77	70	77	78	76	378
	00000153	77	76	79	79	74	385
	00000154	74	76	74	79	70	373
	00000155	72	64	64	80	78	358
	00000156	77	83	73	83	77	393
	00000157	72	79	75	77	71	374
	00000158	80	70	73	70	78	371
	00000159	80	78	76	78	75	387
	00000160	66	81	77	76	76	376
	00000161	73	84	75	76	72	380
	00000162	80	74	78	68	82	382
	00000163	80	68	78	75	75	376
