	学号		语文	数学	英语	物理	化学	总分
	00000001	68	90	81	73	81	393
	00000002	84	84	77	75	79	399
	00000003	77	69	78	83	72	379
	00000004	75	79	79	78	68	379
	00000005	72	87	74	85	78	396
	00000006	75	76	80	82	78	391
	00000007	74	77	78	84	78	391
	00000008	78	74	80	78	76	386
	00000009	79	76	75	84	74	388
	00000010	75	77	79	71	79	381
	00000011	76	75	75	74	78	378
	00000012	78	80	82	78	92	410
	00000013	81	78	80	79	67	385
	00000014	74	76	77	75	76	378
	00000015	74	79	79	80	72	384
	00000016	71	77	74	76	72	370
	00000017	77	77	77	70	77	378
	00000018	82	68	76	70	79	375
	00000019	78	72	75	71	79	375
	00000020	80	71	74	72	80	377
	00000021	73	73	76	73	74	369
	00000022	80	82	76	82	76	396
	00000023	78	69	78	78	72	375
	00000024	80	70	74	72	77	373
	00000025	79	77	81	75	80	392
	00000026	74	76	83	76	76	385
	00000027	78	82	81	71	77	389
	00000028	76	69	76	77	73	371
	00000029	72	75	76	76	73	372
	00000030	75	75	76	78	75	379
	00000031	76	74	74	73	81	378
	00000032	75	83	76	75	79	388
	00000033	76	84	69	76	78	383
	00000034	76	81	75	79	79	390
	00000035	77	80	85	75	79	396
	00000036	84	73	76	70	73	376
	00000037	73	79	69	84	76	381
	00000038	76	71	70	88	76	381
	00000039	80	79	76	74	76	385
	00000040	76	76	80	77	79	388
	00000041	76	77	77	71	74	375
	00000042	71	74	75	77	80	377
	00000043	75	76	71	77	80	379
	00000044	78	72	78	71	85	384
	00000045	76	79	69	81	77	382
	00000046	80	80	80	70	72	382
	00000047	83	71	76	81	74	385
	00000048	75	79	76	75	76	381
	00000049	73	75	82	75	75	380
	00000050	78	79	75	74	75	381
	00000051	80	75	77	75	75	382
	00000052	71	75	83	75	78	382
	00000053	78	85	78	75	77	393
	00000054	79	78	85	73	76	391
	00000055	67	77	79	78	75	376
	00000056	72	71	84	73	74	374
	00000057	75	67	71	73	81	367
	00000058	75	77	78	76	80	386
	00000059	78	74	78	75	74	379
	00000060	76	74	76	74	71	371
	00000061	73	77	82	80	74	386
	00000062	80	83	81	84	69	397
	00000063	76	80	85	75	75	391
	00000064	82	75	75	77	77	386
	00000065	68	75	80	75	82	380
	00000066	77	78	76	78	83	392
	00000067	76	75	75	77	72	375
	00000068	76	80	72	77	78	383
	00000069	79	77	72	75	78	381
	00000070	81	73	81	77	86	398
	00000071	77	74	73	85	76	385
	00000072	79	73	79	79	78	388
	00000073	77	68	77	78	77	377
	00000074	76	76	70	76	76	374
	00000075	74	75	76	78	74	377
	00000076	76	71	73	72	78	370
	00000077	77	76	75	76	77	381
	00000078	77	78	77	80	80	392
	00000079	78	87	79	79	77	400
	00000080	75	81	75	79	74	384
	00000081	73	76	82	77	77	385
	00000082	74	78	76	80	71	379
	00000083	84	81	76	76	73	390
	00000084	77	84	82	79	77	399
	00000085	80	81	75	76	79	391
	00000086	75	74	75	77	79	380
	00000087	74	69	86	74	84	387
	00000088	78	79	75	77	69	378
	00000089	76	79	84	76	76	391
	00000090	71	78	77	84	74	384
	00000091	72	82	77	74	79	384
	00000092	80	79	76	77	82	394
	00000093	77	81	74	76	83	391
	00000094	76	70	73	80	75	374
	00000095	78	69	73	75	73	368
	00000096	76	71	78	76	79	380
	00000097	75	69	75	70	76	365
	00000098	73	78	78	76	75	380
	00000099	72	73	77	77	77	376
	00000100	77	74	76	80	79	386
	00000101	76	79	77	80	78	390
	00000102	76	73	77	77	75	378
	00000103	77	74	83	70	75	379
	00000104	84	69	80	70	63	366
	00000105	74	80	71	78	75	378
	00000106	72	75	74	78	76	375
	00000107	72	76	86	72	76	382
	00000108	82	80	81	77	79	399
	00000109	78	77	72	78	74	379
	00000110	66	82	76	75	77	376
	00000111	78	75	77	78	78	386
	00000112	73	78	76	80	76	383
	00000113	85	82	73	82	67	389
	00000114	76	73	72	74	81	376
	00000115	75	75	76	79	76	381
	00000116	76	77	71	75	74	373
	00000117	74	78	92	76	77	397
	00000118	86	77	82	76	75	396
	00000119	75	78	75	80	71	379
	00000120	77	81	81	76	73	388
	00000121	74	80	80	72	79	385
	00000122	65	79	73	81	83	381
	00000123	69	87	76	72	88	392
	00000124	82	79	77	77	73	388
	00000125	83	79	75	76	75	388
	00000126	76	65	84	82	82	389
	00000127	70	72	70	80	79	371
	00000128	73	75	72	80	78	378
	00000129	70	76	79	77	81	383
	00000130	75	82	82	69	75	383
	00000131	79	81	75	75	76	386
	00000132	74	86	78	83	79	400
	00000133	76	72	85	74	78	385
	00000134	80	85	75	86	80	406
	00000135	74	70	79	71	74	368
	00000136	76	78	74	72	73	373
	00000137	77	80	81	89	76	403
	00000138	75	77	73	76	75	376
	00000139	85	70	74	80	77	386
	00000140	76	82	77	87	73	395
	00000141	84	83	82	78	79	406
	00000142	75	79	76	72	72	374
	00000143	76	82	84	78	74	394
	00000144	71	78	74	80	71	374
	00000145	81	74	79	73	76	383
	00000146	78	79	85	65	73	380
	00000147	77	82	78	78	79	394
	00000148	78	76	75	81	79	389
	00000149	80	85	71	75	71	382
	00000150	76	74	75	76	80	381
	00000151	78	73	74	77	74	376
	00000152	79	79	72	79	69	378
	00000153	85	76	74	77	79	391
	00000154	79	70	73	79	71	372
	00000155	80	78	76	71	73	378
	00000156	77	75	73	67	74	366
	00000157	75	74	79	76	76	380
	00000158	73	73	77	81	79	383
	00000159	73	76	81	81	78	389
	00000160	78	69	77	76	78	378
	00000161	71	76	73	74	81	375
	00000162	78	76	82	77	75	388
	00000163	76	75	78	79	79	387
	00000164	76	71	71	69	74	361
	00000165	75	76	75	80	77	383
	00000166	78	78	76	84	80	396
	00000167	80	67	77	80	80	384
	00000168	73	69	76	77	76	371
	00000169	78	84	75	80	70	387
	00000170	77	80	78	75	77	387
	00000171	74	75	69	80	78	376
	00000172	77	79	75	75	77	383
	00000173	69	82	77	80	77	385
	00000174	77	75	71	79	74	376
	00000175	75	74	79	78	78	384
	00000176	75	76	71	81	81	384
	00000177	81	81	78	76	78	394
	00000178	79	76	76	76	76	383
	00000179	78	81	74	80	84	397
	00000180	73	81	73	79	79	385
	00000181	71	78	72	75	72	368
	00000182	72	76	73	76	75	372
	00000183	73	89	78	75	75	390
	00000184	75	77	74	84	72	382
	00000185	76	70	72	73	77	368
	00000186	79	77	77	68	76	377
	00000187	81	77	79	76	79	392
	00000188	71	78	78	80	77	384
	00000189	73	80	75	79	77	384
	00000190	72	77	78	82	75	384
	00000191	86	74	79	66	67	372
	00000192	71	77	80	79	77	384
	00000193	76	75	71	78	83	383
	00000194	70	75	76	71	67	359
	00000195	76	79	75	76	76	382
	00000196	73	80	76	70	80	379
	00000197	73	79	77	79	75	383
	00000198	77	74	78	75	79	383
	00000199	82	69	67	88	77	383
	00000200	77	77	76	79	81	390
	00000201	75	71	74	75	74	369
	00000202	80	89	78	68	80	395
	00000203	80	75	81	77	82	395
	00000204	78	81	75	80	73	387
	00000205	82	75	78	79	73	387
	00000206	81	72	83	78	77	391
	00000207	77	81	78	86	69	391
	00000208	76	71	77	76	76	376
	00000209	71	77	70	77	76	371
	00000210	72	78	77	78	75	380
	00000211	74	82	79	78	81	394
	00000212	70	75	73	75	71	364
	00000213	75	76	70	81	76	378
	00000214	69	80	80	81	80	390
	00000215	79	77	79	76	76	387
	00000216	72	79	80	74	79	384
	00000217	74	74	65	72	80	365
	00000218	81	73	78	82	75	389
	00000219	75	77	70	75	74	371
	00000220	77	77	83	81	82	400
	00000221	77	74	77	74	75	377
	00000222	80	73	79	84	79	395
	00000223	72	75	80	74	80	381
	00000224	76	85	76	79	76	392
	00000225	76	81	75	81	76	389
	00000226	71	77	75	80	77	380
	00000227	69	78	78	74	70	369
	00000228	76	76	78	78	79	387
	00000229	71	81	77	76	84	389
	00000230	73	75	78	82	72	380
	00000231	83	77	76	78	73	387
	00000232	81	75	76	74	78	384
	00000233	75	77	76	75	78	381
	00000234	77	74	76	76	79	382
	00000235	80	71	79	73	83	386
	00000236	61	73	79	89	79	381
	00000237	77	79	74	76	83	389
	00000238	77	74	76	75	70	372
	00000239	71	73	67	74	82	367
	00000240	78	77	80	75	74	384
	00000241	81	80	77	75	81	394
	00000242	85	73	73	72	73	376
	00000243	78	73	77	69	80	377
	00000244	76	78	77	77	75	383
	00000245	74	78	77	78	76	383
	00000246	73	83	74	75	78	383
	00000247	79	77	76	82	74	388
	00000248	81	72	81	78	75	387
	00000249	77	84	78	78	81	398
	00000250	78	70	78	76	71	373
	00000251	79	76	75	71	76	377
	00000252	71	78	80	76	77	382
	00000253	73	81	59	79	75	367
	00000254	78	71	73	78	74	374
	00000255	81	71	74	76	73	375
	00000256	74	81	79	68	77	379
	00000257	73	79	76	78	73	379
	00000258	74	83	76	81	77	391
	00000259	76	77	79	81	76	389
	00000260	84	85	85	72	74	400
	00000261	83	75	80	79	77	394
	00000262	84	76	73	79	80	392
	00000263	77	76	76	82	72	383
	00000264	81	83	81	74	78	397
	00000265	73	74	73	77	76	373
	00000266	75	78	83	78	77	391
	00000267	76	72	79	76	75	378
	00000268	75	68	71	76	78	368
	00000269	78	81	74	76	83	392
	00000270	75	73	78	75	78	379
	00000271	79	72	79	78	73	381
	00000272	77	78	70	70	81	376
	00000273	77	75	85	81	82	400
	00000274	77	77	79	76	81	390
	00000275	72	74	73	74	82	375
	00000276	84	74	75	82	80	395
	00000277	74	81	75	75	79	384
	00000278	72	71	77	73	75	368
	00000279	77	75	79	76	91	398
	00000280	78	75	71	90	79	393
	00000281	71	71	70	78	75	365
	00000282	78	72	80	75	75	380
	00000283	77	75	77	77	77	383
	00000284	75	78	76	79	80	388
	00000285	76	73	64	76	87	376
	00000286	78	72	75	85	76	386
	00000287	74	73	77	83	77	384
	00000288	81	82	73	86	80	402
	00000289	73	77	82	76	77	385
	00000290	74	73	74	76	69	366
	00000291	76	78	75	80	73	382
	00000292	78	77	76	78	77	386
	00000293	72	78	79	82	75	386
	00000294	78	77	68	79	78	380
	00000295	80	76	74	81	85	396
	00000296	78	73	79	77	77	384
	00000297	75	80	75	69	79	378
	00000298	80	76	71	76	71	374
	00000299	68	75	79	78	74	374
	00000300	80	83	74	72	86	395
	00000301	74	78	79	76	72	379
	00000302	73	69	75	77	72	366
	00000303	71	77	84	78	73	383
	00000304	79	74	80	77	80	390
	00000305	69	72	70	79	72	362
	00000306	76	77	79	83	76	391
	00000307	77	72	70	73	75	367
	00000308	76	79	74	78	72	379
	00000309	77	82	76	71	82	388
	00000310	77	77	76	71	73	374
	00000311	78	80	77	69	76	380
	00000312	74	76	73	74	77	374
	00000313	76	80	71	77	76	380
	00000314	81	78	73	77	79	388
	00000315	69	79	74	74	77	373
	00000316	79	76	75	69	80	379
	00000317	87	77	73	82	81	400
	00000318	80	76	73	70	89	388
	00000319	77	77	81	78	78	391
	00000320	78	72	78	77	77	382
	00000321	78	79	74	73	77	381
	00000322	78	80	74	84	78	394
	00000323	76	77	76	82	79	390
	00000324	76	83	76	70	75	380
	00000325	74	82	78	79	77	390
	00000326	78	77	82	77	83	397
	00000327	76	71	78	75	79	379
	00000328	84	76	74	83	78	395
	00000329	73	76	82	76	76	383
	00000330	75	80	71	77	82	385
	00000331	74	73	77	83	76	383
	00000332	84	72	75	76	77	384
	00000333	77	72	88	75	81	393
	00000334	78	77	78	74	76	383
	00000335	69	71	79	81	76	376
	00000336	71	75	74	78	78	376
	00000337	77	77	78	74	80	386
	00000338	82	73	80	77	78	390
	00000339	77	79	75	84	81	396
	00000340	71	71	74	70	77	363
	00000341	76	78	80	78	70	382
	00000342	80	76	70	75	74	375
	00000343	77	76	78	74	73	378
	00000344	71	75	75	74	76	371
	00000345	76	77	73	80	81	387
	00000346	78	84	76	76	79	393
	00000347	82	81	76	76	78	393
	00000348	77	75	87	63	75	377
	00000349	79	77	85	72	69	382
	00000350	87	80	77	74	75	393
	00000351	74	78	73	75	81	381
	00000352	80	79	79	75	82	395
	00000353	77	80	86	71	81	395
	00000354	83	75	81	77	79	395
	00000355	78	82	76	77	76	389
	00000356	78	77	72	73	77	377
	00000357	77	72	83	82	77	391
	00000358	78	70	80	73	75	376
	00000359	76	78	78	75	82	389
	00000360	75	81	76	75	77	384
	00000361	77	81	75	80	78	391
	00000362	73	75	79	74	78	379
	00000363	80	73	80	78	76	387
	00000364	81	78	76	70	78	383
	00000365	78	73	77	79	70	377
	00000366	76	82	78	78	79	393
	00000367	78	75	80	66	78	377
	00000368	77	81	79	68	69	374
	00000369	78	72	72	69	79	370
	00000370	80	78	77	82	79	396
	00000371	79	82	79	72	74	386
	00000372	81	74	70	76	78	379
	00000373	78	75	73	72	89	387
	00000374	67	78	76	73	78	372
	00000375	69	77	82	64	79	371
	00000376	71	79	72	84	80	386
	00000377	76	80	83	70	78	387
	00000378	76	73	70	67	82	368
	00000379	67	76	78	74	77	372
	00000380	77	77	77	79	75	385
	00000381	80	78	75	72	82	387
	00000382	79	78	75	83	74	389
	00000383	74	76	77	71	74	372
	00000384	79	78	77	80	67	381
	00000385	72	79	79	72	75	377
	00000386	78	83	75	87	80	403
	00000387	76	73	86	78	73	386
	00000388	76	79	73	74	72	374
	00000389	74	78	79	77	75	383
	00000390	78	79	76	72	74	379
	00000391	76	74	77	73	87	387
	00000392	74	70	75	77	72	368
	00000393	76	75	73	79	78	381
	00000394	79	75	75	82	79	390
	00000395	72	70	75	71	74	362
	00000396	75	77	78	75	76	381
	00000397	74	75	77	77	79	382
	00000398	77	77	77	73	80	384
	00000399	69	79	77	72	71	368
	00000400	78	79	82	68	75	382
	00000401	76	79	77	74	79	385
	00000402	76	78	78	80	79	391
	00000403	76	80	70	80	75	381
	00000404	76	71	80	84	75	386
	00000405	73	69	78	79	77	376
	00000406	75	77	77	80	89	398
	00000407	77	75	82	77	73	384
	00000408	73	75	74	68	76	366
	00000409	77	78	75	83	78	391
	00000410	76	83	77	74	77	387
	00000411	76	66	77	76	78	373
	00000412	78	70	62	74	71	355
	00000413	81	77	75	75	79	387
	00000414	71	78	80	79	75	383
	00000415	69	77	76	79	76	377
	00000416	74	73	72	76	79	374
	00000417	77	79	79	79	74	388
	00000418	74	72	78	80	77	381
	00000419	71	77	77	73	85	383
	00000420	74	71	76	71	76	368
	00000421	76	80	78	79	74	387
	00000422	75	72	83	76	82	388
	00000423	80	73	69	81	74	377
	00000424	78	76	85	78	87	404
	00000425	76	74	83	77	80	390
	00000426	81	82	75	73	77	388
	00000427	81	75	76	71	76	379
	00000428	78	77	74	72	74	375
	00000429	74	76	82	76	83	391
	00000430	77	79	77	70	73	376
	00000431	76	76	69	87	72	380
	00000432	83	79	81	75	77	395
	00000433	69	77	77	75	79	377
	00000434	70	78	74	72	79	373
	00000435	79	79	78	80	78	394
	00000436	76	77	74	73	76	376
	00000437	79	76	76	73	79	383
	00000438	73	81	79	74	73	380
	00000439	71	72	78	76	81	378
	00000440	78	74	75	72	74	373
	00000441	72	69	72	76	71	360
	00000442	69	77	74	77	72	369
	00000443	74	77	77	78	78	384
	00000444	75	74	75	76	77	377
	00000445	81	67	78	80	78	384
	00000446	72	80	82	76	76	386
	00000447	75	75	78	81	75	384
	00000448	78	81	70	81	77	387
	00000449	74	76	78	74	74	376
	00000450	86	78	74	74	65	377
	00000451	71	77	78	79	68	373
	00000452	75	75	79	80	75	384
	00000453	81	78	73	77	73	382
	00000454	76	77	78	77	80	388
	00000455	76	74	78	84	77	389
	00000456	74	64	77	77	78	370
	00000457	70	71	77	74	78	370
	00000458	78	73	76	75	79	381
	00000459	81	80	76	81	72	390
	00000460	77	81	76	74	71	379
	00000461	74	70	72	82	76	374
	00000462	77	77	77	78	71	380
	00000463	77	69	71	79	77	373
	00000464	75	80	76	77	78	386
	00000465	77	81	73	80	74	385
	00000466	86	80	83	75	81	405
	00000467	76	84	70	72	79	381
	00000468	77	73	91	76	75	392
	00000469	86	80	78	73	75	392
	00000470	77	70	72	79	85	383
	00000471	76	78	82	75	76	387
	00000472	77	78	75	74	75	379
	00000473	74	69	74	74	79	370
	00000474	78	78	81	73	81	391
	00000475	75	73	73	74	71	366
	00000476	79	75	76	76	76	382
	00000477	73	79	72	82	75	381
	00000478	73	78	69	77	76	373
	00000479	73	72	79	74	76	374
	00000480	78	76	79	74	62	369
	00000481	78	69	78	72	79	376
	00000482	81	79	71	74	76	381
	00000483	77	83	73	74	77	384
	00000484	76	65	81	75	78	375
	00000485	79	70	79	83	78	389
	00000486	80	80	74	76	81	391
	00000487	75	85	77	78	74	389
	00000488	81	79	79	82	77	398
	00000489	77	80	77	73	76	383
	00000490	74	76	77	72	76	375
	00000491	91	76	82	75	81	405
	00000492	78	80	78	79	71	386
	00000493	69	78	78	73	74	372
	00000494	71	77	75	77	78	378
	00000495	72	86	85	80	70	393
	00000496	81	76	73	76	80	386
	00000497	76	75	80	76	75	382
	00000498	74	76	82	79	81	392
	00000499	81	75	75	63	79	373
	00000500	78	77	74	75	75	379
	00000501	77	73	73	72	77	372
	00000502	77	76	76	74	78	381
	00000503	79	80	75	76	74	384
	00000504	78	77	76	73	76	380
	00000505	79	74	72	74	74	373
	00000506	76	77	64	76	74	367
	00000507	76	78	73	76	73	376
	00000508	81	78	74	76	76	385
	00000509	77	73	74	76	75	375
	00000510	74	74	71	74	75	368
	00000511	78	76	74	73	75	376
	00000512	77	78	75	71	76	377
	00000513	82	76	78	78	79	393
	00000514	73	71	79	77	83	383
	00000515	77	75	77	75	77	381
	00000516	75	76	74	76	72	373
	00000517	74	85	80	84	81	404
	00000518	76	85	82	78	76	397
	00000519	73	81	76	75	77	382
	00000520	74	72	76	77	78	377
	00000521	76	71	67	79	74	367
	00000522	80	77	75	79	78	389
	00000523	86	78	85	70	73	392
	00000524	82	75	83	85	90	415
	00000525	80	72	77	76	74	379
	00000526	74	69	77	78	71	369
	00000527	74	79	68	87	80	388
	00000528	76	77	77	76	70	376
	00000529	75	72	74	75	76	372
	00000530	81	79	78	74	79	391
	00000531	83	76	88	74	78	399
