	学号		语文	数学	英语	物理	化学	总分
	00000001	75	74	75	78	76	378
	00000002	76	81	80	68	76	381
	00000003	78	81	78	79	77	393
	00000004	73	75	76	75	76	375
	00000005	89	81	77	76	79	402
	00000006	77	79	77	77	76	386
	00000007	77	76	87	81	82	403
	00000008	76	73	81	76	76	382
	00000009	77	79	70	72	79	377
	00000010	80	77	74	78	80	389
	00000011	83	78	80	64	76	381
	00000012	72	77	80	69	72	370
	00000013	74	78	82	75	71	380
	00000014	77	74	81	78	79	389
	00000015	81	79	82	77	72	391
	00000016	80	73	79	77	75	384
	00000017	80	75	73	78	76	382
	00000018	74	77	77	78	68	374
	00000019	75	70	79	82	75	381
	00000020	76	78	76	77	72	379
	00000021	80	80	75	73	77	385
	00000022	78	77	75	78	80	388
	00000023	73	77	74	74	84	382
	00000024	72	73	72	78	77	372
	00000025	74	78	73	81	80	386
	00000026	81	80	78	76	79	394
	00000027	77	81	83	70	78	389
	00000028	81	76	79	74	72	382
	00000029	76	75	81	77	80	389
	00000030	66	79	80	84	75	384
	00000031	77	78	73	72	79	379
	00000032	79	73	75	77	76	380
	00000033	71	75	79	78	73	376
	00000034	76	81	76	76	81	390
	00000035	82	80	82	79	91	414
	00000036	75	74	85	74	80	388
	00000037	71	75	73	75	83	377
	00000038	84	89	77	83	82	415
	00000039	80	71	72	79	77	379
	00000040	77	74	75	82	71	379
	00000041	77	67	81	77	78	380
	00000042	75	79	73	73	72	372
	00000043	83	77	77	73	78	388
	00000044	74	79	81	72	75	381
	00000045	80	78	71	76	78	383
	00000046	78	85	80	71	79	393
	00000047	77	77	78	70	75	377
	00000048	73	80	75	78	77	383
	00000049	72	65	70	79	70	356
	00000050	77	81	76	70	75	379
	00000051	75	72	82	79	77	385
	00000052	75	75	79	74	78	381
	00000053	76	77	79	74	77	383
	00000054	76	78	73	78	73	378
	00000055	85	81	79	72	77	394
	00000056	80	78	77	74	71	380
	00000057	75	74	79	77	73	378
	00000058	75	78	79	74	87	393
	00000059	81	68	77	71	79	376
	00000060	81	79	80	75	74	389
	00000061	71	77	76	86	79	389
	00000062	78	75	77	74	78	382
	00000063	79	77	77	80	74	387
	00000064	72	82	79	70	74	377
	00000065	70	75	78	78	79	380
	00000066	78	77	75	82	82	394
	00000067	77	77	71	77	75	377
	00000068	79	81	75	80	74	389
	00000069	76	73	71	76	71	367
	00000070	75	78	76	78	77	384
	00000071	75	77	75	82	76	385
	00000072	75	75	77	74	81	382
	00000073	78	72	76	83	76	385
	00000074	73	74	81	81	82	391
	00000075	73	76	78	78	75	380
	00000076	86	73	76	82	76	393
	00000077	78	76	78	76	75	383
	00000078	77	70	77	72	74	370
	00000079	76	73	78	70	82	379
	00000080	77	76	71	79	79	382
	00000081	77	86	77	78	76	394
