	学号		语文	数学	英语	物理	化学	总分
	00000001	76	82	71	78	77	384
	00000002	77	78	73	81	76	385
	00000003	75	77	73	74	81	380
	00000004	72	72	73	71	76	364
	00000005	81	71	80	84	78	394
	00000006	79	77	76	80	77	389
	00000007	84	77	76	71	75	383
	00000008	68	76	79	77	76	376
	00000009	76	84	82	76	74	392
	00000010	85	74	85	75	76	395
	00000011	75	76	69	74	71	365
	00000012	78	70	74	76	77	375
	00000013	75	75	73	83	80	386
	00000014	77	76	76	76	77	382
	00000015	81	73	77	75	79	385
	00000016	73	75	80	81	72	381
	00000017	76	70	73	78	75	372
	00000018	82	77	84	77	78	398
	00000019	71	75	67	76	75	364
	00000020	77	75	80	75	76	383
	00000021	79	70	77	72	71	369
	00000022	74	77	78	75	74	378
	00000023	77	74	77	75	73	376
	00000024	79	79	78	74	76	386
	00000025	84	76	77	79	75	391
	00000026	75	73	79	71	77	375
	00000027	75	79	79	74	76	383
	00000028	76	81	80	79	76	392
	00000029	75	71	75	70	77	368
	00000030	89	80	78	78	81	406
	00000031	87	72	79	86	78	402
	00000032	75	77	76	73	79	380
	00000033	75	78	76	75	76	380
	00000034	74	72	71	73	75	365
	00000035	73	85	72	74	79	383
	00000036	70	82	75	74	75	376
	00000037	66	79	69	74	73	361
	00000038	75	74	72	75	79	375
	00000039	74	75	83	77	77	386
	00000040	78	78	77	76	75	384
	00000041	66	76	85	79	75	381
	00000042	70	86	74	75	78	383
	00000043	73	73	75	81	82	384
	00000044	75	69	78	78	76	376
	00000045	77	78	75	78	74	382
	00000046	79	77	81	80	72	389
	00000047	81	79	79	74	73	386
	00000048	79	85	85	78	84	411
	00000049	73	75	76	78	73	375
	00000050	74	77	83	75	75	384
	00000051	79	70	81	84	76	390
	00000052	76	83	79	79	71	388
	00000053	90	71	80	75	76	392
	00000054	78	77	82	76	84	397
	00000055	76	78	76	76	78	384
	00000056	80	74	72	84	76	386
	00000057	71	76	78	76	76	377
	00000058	82	82	81	71	77	393
	00000059	73	79	77	83	77	389
	00000060	78	77	71	76	69	371
	00000061	77	81	76	77	86	397
	00000062	74	72	72	75	79	372
	00000063	76	81	77	70	84	388
	00000064	76	61	77	70	77	361
	00000065	78	81	77	73	75	384
	00000066	77	83	74	78	76	388
	00000067	74	74	76	80	72	376
	00000068	78	71	72	80	77	378
	00000069	80	83	73	70	77	383
	00000070	68	77	75	82	77	379
	00000071	74	80	75	80	72	381
	00000072	90	76	72	75	82	395
	00000073	74	73	72	78	73	370
	00000074	69	74	83	76	74	376
	00000075	76	74	77	74	75	376
	00000076	78	76	83	74	84	395
	00000077	72	75	76	76	70	369
	00000078	73	83	77	72	72	377
	00000079	76	79	73	69	75	372
	00000080	75	76	75	87	74	387
	00000081	68	75	77	83	76	379
	00000082	75	76	75	74	76	376
	00000083	84	78	74	78	73	387
	00000084	73	77	79	78	86	393
	00000085	77	84	85	83	84	413
	00000086	78	72	75	73	78	376
	00000087	75	77	80	79	78	389
	00000088	75	77	71	80	75	378
	00000089	74	75	78	76	78	381
	00000090	81	69	77	78	73	378
	00000091	78	76	76	83	76	389
	00000092	74	78	79	79	78	388
	00000093	73	77	75	76	78	379
	00000094	72	79	77	76	78	382
	00000095	75	75	70	78	75	373
	00000096	71	76	84	75	75	381
	00000097	76	76	78	85	76	391
	00000098	72	69	78	76	80	375
	00000099	74	77	75	76	74	376
	00000100	76	72	73	81	78	380
	00000101	81	84	83	77	80	405
	00000102	78	81	79	74	81	393
	00000103	80	77	72	82	76	387
	00000104	79	74	84	82	76	395
	00000105	77	71	73	77	74	372
	00000106	80	78	77	80	75	390
	00000107	74	74	74	73	76	371
	00000108	77	77	70	80	74	378
	00000109	73	70	77	79	79	378
	00000110	77	73	76	78	77	381
	00000111	76	69	77	70	78	370
	00000112	81	78	71	76	78	384
	00000113	75	75	74	75	83	382
	00000114	73	82	80	75	80	390
	00000115	80	75	82	71	80	388
	00000116	76	71	77	76	74	374
	00000117	76	69	73	73	81	372
	00000118	72	76	76	74	79	377
	00000119	84	72	74	79	78	387
	00000120	77	80	76	70	76	379
	00000121	79	75	77	72	76	379
	00000122	77	77	76	77	69	376
	00000123	76	78	74	82	80	390
	00000124	67	82	79	81	77	386
	00000125	78	80	76	82	76	392
	00000126	69	79	70	80	75	373
	00000127	78	75	71	76	76	376
	00000128	75	77	64	79	69	364
	00000129	70	69	84	83	67	373
	00000130	80	68	78	83	75	384
	00000131	82	78	75	76	84	395
	00000132	75	75	79	74	75	378
