	学号		语文	数学	英语	物理	化学	总分
	00000001	78	74	74	72	78	376
	00000002	80	84	76	81	70	391
	00000003	72	80	78	76	76	382
	00000004	76	79	77	70	76	378
	00000005	74	76	73	72	79	374
	00000006	72	76	79	78	79	384
	00000007	78	80	73	76	75	382
	00000008	78	75	76	80	83	392
	00000009	75	78	77	75	72	377
	00000010	78	79	79	71	76	383
	00000011	77	71	74	74	79	375
	00000012	70	82	74	75	75	376
	00000013	78	73	75	79	70	375
	00000014	73	70	79	73	79	374
	00000015	73	72	80	73	79	377
	00000016	79	78	75	77	85	394
	00000017	73	70	72	75	74	364
	00000018	79	81	76	73	73	382
	00000019	78	76	74	79	76	383
	00000020	74	77	79	80	74	384
	00000021	82	77	77	72	82	390
	00000022	79	75	75	80	76	385
	00000023	77	79	75	83	80	394
	00000024	75	70	72	77	78	372
	00000025	77	77	70	82	73	379
	00000026	75	71	79	77	81	383
	00000027	81	76	81	70	69	377
	00000028	85	75	74	81	71	386
	00000029	75	76	77	74	85	387
	00000030	65	72	75	79	71	362
	00000031	77	78	74	73	75	377
	00000032	77	76	76	83	71	383
	00000033	75	76	79	76	80	386
	00000034	79	75	74	75	67	370
	00000035	72	83	69	82	81	387
	00000036	83	74	87	74	74	392
	00000037	77	66	85	74	78	380
	00000038	74	79	77	64	79	373
	00000039	78	77	79	82	76	392
	00000040	76	72	84	75	74	381
	00000041	75	75	77	75	78	380
	00000042	81	85	77	81	77	401
	00000043	73	63	80	71	86	373
	00000044	75	81	83	77	76	392
	00000045	85	81	74	79	79	398
	00000046	78	76	71	76	72	373
	00000047	74	74	78	73	68	367
	00000048	80	73	74	74	73	374
	00000049	83	76	84	77	78	398
	00000050	72	70	77	73	78	370
	00000051	78	70	74	79	80	381
	00000052	70	80	75	77	76	378
	00000053	79	67	74	83	72	375
	00000054	78	80	78	70	76	382
	00000055	75	76	71	72	80	374
	00000056	81	72	87	90	75	405
	00000057	76	75	73	80	73	377
	00000058	76	79	74	81	77	387
	00000059	75	78	77	70	81	381
	00000060	82	76	76	82	75	391
	00000061	76	75	77	81	78	387
	00000062	68	74	79	81	74	376
	00000063	68	70	79	78	76	371
	00000064	72	75	78	73	74	372
	00000065	82	72	77	79	80	390
	00000066	83	85	76	77	77	398
	00000067	78	71	73	75	78	375
	00000068	78	78	76	82	79	393
	00000069	80	78	80	74	76	388
	00000070	71	76	80	78	75	380
	00000071	79	79	78	75	77	388
	00000072	76	80	85	78	78	397
	00000073	80	75	77	77	73	382
	00000074	81	73	72	80	80	386
	00000075	72	68	79	75	79	373
	00000076	77	74	78	80	78	387
	00000077	77	78	76	69	72	372
	00000078	76	75	83	74	78	386
	00000079	76	79	71	77	75	378
	00000080	83	73	80	67	78	381
	00000081	75	76	74	72	70	367
	00000082	83	72	77	73	72	377
	00000083	74	74	77	79	76	380
	00000084	73	81	80	76	70	380
	00000085	77	76	86	76	79	394
	00000086	73	84	75	76	75	383
	00000087	68	69	74	78	76	365
	00000088	82	76	76	72	83	389
	00000089	80	74	80	77	79	390
	00000090	72	79	84	77	79	391
	00000091	78	80	75	78	77	388
	00000092	76	74	65	75	71	361
	00000093	72	73	80	78	83	386
	00000094	71	79	78	77	73	378
	00000095	77	78	76	70	76	377
	00000096	73	76	79	74	80	382
	00000097	79	78	78	75	78	388
	00000098	73	73	75	89	74	384
	00000099	78	74	72	80	78	382
	00000100	75	79	77	73	88	392
	00000101	80	72	76	78	77	383
	00000102	75	75	75	76	84	385
	00000103	70	81	75	78	88	392
	00000104	74	82	75	73	72	376
	00000105	77	78	77	77	74	383
	00000106	77	76	73	77	78	381
	00000107	70	76	75	79	80	380
	00000108	76	75	74	68	75	368
	00000109	79	77	76	76	77	385
	00000110	81	72	73	79	76	381
	00000111	70	77	73	75	77	372
	00000112	74	76	75	80	75	380
	00000113	75	77	82	70	77	381
	00000114	74	74	77	73	70	368
	00000115	76	77	67	86	78	384
	00000116	84	68	80	79	73	384
	00000117	77	78	79	76	76	386
	00000118	75	72	69	76	75	367
	00000119	79	79	83	80	82	403
	00000120	79	77	76	76	83	391
	00000121	68	77	71	81	69	366
	00000122	80	73	81	81	77	392
	00000123	85	77	80	76	73	391
	00000124	80	79	83	88	78	408
	00000125	77	90	68	76	80	391
	00000126	81	77	78	58	84	378
	00000127	72	75	78	73	80	378
	00000128	75	78	77	80	82	392
	00000129	77	72	78	81	90	398
	00000130	72	74	71	79	77	373
	00000131	73	72	79	80	78	382
	00000132	75	78	73	80	77	383
	00000133	72	68	80	73	79	372
	00000134	76	76	77	71	82	382
	00000135	79	78	78	73	73	381
	00000136	79	87	79	82	80	407
	00000137	79	82	77	69	82	389
	00000138	79	73	80	72	82	386
	00000139	66	76	72	82	76	372
	00000140	78	76	76	82	71	383
	00000141	78	82	80	78	81	399
	00000142	72	77	73	78	79	379
	00000143	75	77	80	83	79	394
	00000144	84	78	73	75	72	382
	00000145	82	78	68	79	79	386
	00000146	78	73	80	73	78	382
	00000147	78	75	77	69	64	363
	00000148	75	82	81	76	73	387
	00000149	78	77	86	80	79	400
	00000150	77	78	78	78	80	391
	00000151	81	78	76	67	78	380
	00000152	76	78	75	74	79	382
	00000153	79	73	76	79	79	386
	00000154	70	74	77	79	78	378
	00000155	78	79	75	74	81	387
	00000156	71	75	85	74	77	382
	00000157	76	75	79	78	80	388
	00000158	76	74	76	69	72	367
	00000159	74	76	76	78	76	380
	00000160	76	73	75	74	82	380
	00000161	78	79	75	81	81	394
	00000162	75	87	79	81	78	400
	00000163	76	78	73	81	76	384
	00000164	81	67	72	74	75	369
	00000165	73	77	76	80	73	379
	00000166	76	76	83	77	72	384
	00000167	85	84	79	76	76	400
	00000168	79	72	77	75	73	376
	00000169	79	73	75	74	76	377
	00000170	75	78	77	79	77	386
	00000171	73	76	77	69	83	378
	00000172	77	81	74	76	78	386
	00000173	73	67	77	80	75	372
	00000174	74	73	79	71	77	374
	00000175	79	71	77	72	76	375
	00000176	77	72	68	77	67	361
	00000177	75	81	73	73	76	378
	00000178	78	78	73	78	83	390
	00000179	79	77	79	77	75	387
	00000180	72	80	73	62	84	371
	00000181	73	76	70	75	76	370
	00000182	77	80	66	75	72	370
	00000183	80	78	76	71	68	373
	00000184	74	75	67	73	78	367
	00000185	77	75	77	72	80	381
	00000186	77	85	67	78	72	379
	00000187	85	72	76	73	83	389
	00000188	77	75	76	79	71	378
	00000189	78	75	81	84	73	391
	00000190	81	73	81	74	79	388
	00000191	77	74	73	81	74	379
	00000192	68	75	77	82	59	361
	00000193	79	79	76	76	75	385
	00000194	73	78	78	80	77	386
	00000195	76	80	74	72	77	379
	00000196	74	72	77	76	71	370
	00000197	78	79	75	77	76	385
	00000198	83	75	82	74	76	390
	00000199	79	74	81	77	78	389
	00000200	82	71	74	78	79	384
	00000201	81	72	71	77	79	380
	00000202	76	83	81	79	78	397
	00000203	78	75	70	75	75	373
	00000204	75	74	82	76	76	383
	00000205	82	79	82	86	75	404
	00000206	81	76	77	85	75	394
	00000207	80	78	73	75	79	385
	00000208	80	76	77	77	76	386
	00000209	74	73	76	82	77	382
	00000210	77	77	74	81	68	377
	00000211	83	76	82	80	79	400
	00000212	77	83	74	71	79	384
	00000213	81	73	77	78	79	388
	00000214	78	74	74	87	71	384
	00000215	75	79	81	80	75	390
	00000216	78	74	74	78	77	381
	00000217	74	74	69	66	70	353
	00000218	67	72	79	75	72	365
	00000219	74	78	78	79	77	386
	00000220	77	79	78	74	73	381
	00000221	78	76	79	80	78	391
	00000222	63	68	79	72	76	358
	00000223	84	81	78	75	80	398
	00000224	78	77	73	77	76	381
	00000225	78	63	77	73	75	366
	00000226	73	75	78	75	72	373
	00000227	72	78	75	76	74	375
	00000228	78	75	73	79	75	380
	00000229	74	74	79	75	71	373
	00000230	73	77	82	78	80	390
	00000231	74	91	77	75	76	393
	00000232	78	77	77	79	72	383
