	学号		语文	数学	英语	物理	化学	总分
	00000001	79	78	75	77	75	384
	00000002	74	79	67	81	74	375
	00000003	80	76	74	76	75	381
	00000004	79	78	76	77	73	383
	00000005	82	74	77	80	87	400
	00000006	81	74	81	83	76	395
	00000007	80	75	74	72	77	378
	00000008	80	78	75	82	80	395
	00000009	83	74	76	92	75	400
	00000010	77	81	74	76	77	385
	00000011	77	75	74	79	78	383
	00000012	75	77	79	80	79	390
	00000013	85	77	74	83	71	390
	00000014	77	77	78	81	78	391
	00000015	77	70	83	75	72	377
	00000016	83	72	75	73	69	372
	00000017	81	75	74	87	79	396
	00000018	71	82	75	81	76	385
	00000019	77	79	79	86	77	398
	00000020	77	78	79	78	77	389
	00000021	79	77	75	76	75	382
	00000022	80	86	77	73	76	392
	00000023	72	76	79	76	78	381
	00000024	77	71	75	77	75	375
	00000025	77	75	85	77	76	390
	00000026	65	75	79	77	72	368
	00000027	78	78	77	73	75	381
	00000028	73	76	77	73	77	376
	00000029	78	85	76	77	70	386
	00000030	82	79	76	69	77	383
	00000031	67	83	74	80	73	377
	00000032	79	82	81	82	79	403
	00000033	84	77	74	80	80	395
	00000034	74	83	76	79	77	389
	00000035	74	89	83	77	79	402
	00000036	79	74	77	76	76	382
	00000037	76	68	74	78	78	374
	00000038	73	79	77	77	71	377
	00000039	77	71	81	74	81	384
	00000040	72	75	82	75	73	377
	00000041	76	71	77	76	84	384
	00000042	67	78	74	78	78	375
	00000043	72	79	77	79	78	385
	00000044	74	82	83	76	73	388
	00000045	77	80	77	80	78	392
	00000046	80	77	71	74	65	367
	00000047	76	73	77	76	76	378
	00000048	72	78	83	82	76	391
	00000049	77	72	76	76	77	378
	00000050	79	81	78	76	80	394
	00000051	81	75	75	75	86	392
	00000052	72	78	73	79	86	388
	00000053	83	76	78	77	76	390
	00000054	80	76	78	81	76	391
	00000055	81	72	77	77	77	384
	00000056	79	70	75	76	80	380
	00000057	79	83	75	75	77	389
	00000058	74	76	75	75	75	375
	00000059	80	77	78	75	72	382
	00000060	72	75	73	79	77	376
	00000061	69	73	77	77	77	373
	00000062	75	77	77	71	77	377
	00000063	85	74	79	77	76	391
	00000064	79	77	76	89	74	395
	00000065	75	75	73	71	75	369
	00000066	78	77	75	80	75	385
	00000067	73	80	78	76	85	392
	00000068	68	75	79	79	81	382
	00000069	82	71	80	76	75	384
	00000070	76	78	76	74	77	381
	00000071	73	76	76	78	78	381
	00000072	75	81	74	78	81	389
	00000073	73	76	80	75	63	367
	00000074	76	77	67	75	77	372
	00000075	79	77	85	76	83	400
	00000076	78	82	75	78	76	389
	00000077	77	76	81	77	79	390
	00000078	74	78	76	76	69	373
	00000079	78	79	73	79	81	390
	00000080	71	77	79	79	74	380
	00000081	77	72	77	73	72	371
	00000082	74	78	80	84	78	394
	00000083	74	80	68	78	84	384
	00000084	80	82	76	79	72	389
	00000085	76	87	72	79	78	392
	00000086	87	81	76	72	77	393
	00000087	80	78	76	71	84	389
	00000088	80	82	77	74	70	383
	00000089	82	77	70	77	76	382
	00000090	67	74	81	76	76	374
	00000091	78	73	76	75	75	377
	00000092	80	81	65	70	78	374
	00000093	78	77	76	83	78	392
	00000094	80	78	75	81	81	395
	00000095	79	73	73	73	73	371
	00000096	78	75	79	76	77	385
	00000097	74	70	75	74	76	369
	00000098	80	73	74	78	68	373
	00000099	78	76	80	75	77	386
	00000100	82	73	77	83	75	390
	00000101	83	86	84	78	77	408
	00000102	77	75	76	76	78	382
	00000103	84	75	82	80	78	399
	00000104	70	70	86	73	77	376
	00000105	81	77	76	73	73	380
	00000106	81	80	78	70	76	385
	00000107	78	79	78	76	75	386
	00000108	78	77	80	80	71	386
	00000109	75	79	76	73	74	377
	00000110	78	80	78	68	80	384
	00000111	77	76	87	77	70	387
	00000112	78	82	79	74	80	393
	00000113	76	73	76	81	77	383
	00000114	74	77	77	77	84	389
	00000115	78	69	76	74	80	377
	00000116	82	80	63	76	75	376
	00000117	67	79	77	72	80	375
	00000118	71	72	80	78	77	378
	00000119	75	78	77	75	77	382
	00000120	78	71	82	76	73	380
	00000121	78	64	74	83	77	376
	00000122	77	78	77	78	75	385
	00000123	75	74	81	78	78	386
	00000124	81	79	77	78	78	393
	00000125	73	74	76	74	81	378
	00000126	81	73	72	77	84	387
	00000127	74	80	78	85	86	403
	00000128	73	74	75	81	82	385
	00000129	84	68	80	81	76	389
	00000130	81	74	81	68	83	387
	00000131	79	77	75	74	70	375
	00000132	76	77	73	75	74	375
	00000133	78	76	77	80	80	391
	00000134	80	71	74	78	72	375
	00000135	80	74	77	78	85	394
	00000136	80	75	69	82	77	383
	00000137	76	76	76	72	76	376
	00000138	73	74	78	89	75	389
	00000139	81	75	79	77	77	389
	00000140	75	85	76	76	76	388
	00000141	77	79	79	76	82	393
	00000142	83	76	74	76	78	387
	00000143	74	77	74	78	68	371
	00000144	79	76	73	73	75	376
	00000145	74	76	75	91	87	403
	00000146	78	81	77	74	81	391
	00000147	78	80	78	87	81	404
	00000148	81	76	78	79	77	391
	00000149	75	76	72	78	75	376
	00000150	76	80	75	83	78	392
	00000151	71	74	79	76	72	372
	00000152	76	70	76	72	76	370
	00000153	74	76	76	76	84	386
	00000154	78	78	73	73	72	374
	00000155	76	82	78	74	83	393
	00000156	84	84	75	75	79	397
	00000157	70	71	77	69	79	366
	00000158	76	71	70	80	79	376
	00000159	75	95	77	80	77	404
	00000160	75	69	77	87	80	388
	00000161	78	75	77	83	67	380
	00000162	80	74	76	80	78	388
	00000163	74	80	82	71	75	382
	00000164	75	78	77	75	81	386
	00000165	78	82	78	72	76	386
	00000166	73	75	77	71	75	371
	00000167	79	78	79	85	75	396
	00000168	83	75	79	76	70	383
	00000169	90	63	83	92	76	404
	00000170	67	77	77	79	75	375
	00000171	72	75	69	76	82	374
	00000172	81	76	75	72	88	392
	00000173	79	77	77	73	78	384
	00000174	78	76	78	75	78	385
	00000175	76	76	81	75	71	379
	00000176	69	75	71	74	80	369
	00000177	81	82	79	76	68	386
	00000178	81	77	74	74	77	383
	00000179	80	74	78	79	74	385
	00000180	73	77	75	66	71	362
	00000181	71	79	75	78	78	381
	00000182	81	78	70	75	76	380
	00000183	81	83	74	79	69	386
	00000184	75	75	72	77	73	372
	00000185	78	71	77	78	73	377
	00000186	78	75	76	78	73	380
	00000187	81	75	82	78	75	391
	00000188	74	85	77	66	75	377
	00000189	79	71	78	83	79	390
	00000190	79	79	76	76	76	386
	00000191	73	74	78	67	70	362
	00000192	74	79	77	78	74	382
	00000193	76	83	77	75	74	385
	00000194	83	81	78	73	76	391
