	学号		语文	数学	英语	物理	化学	总分
	00000001	77	82	77	81	78	395
	00000002	67	74	79	83	78	381
	00000003	76	71	78	83	66	374
	00000004	75	82	77	76	75	385
	00000005	77	72	78	78	75	380
	00000006	76	74	77	74	77	378
	00000007	68	79	80	76	76	379
	00000008	78	80	78	78	74	388
	00000009	80	76	74	74	74	378
	00000010	79	79	77	79	76	390
	00000011	78	71	76	66	76	367
	00000012	74	79	72	77	71	373
	00000013	77	77	72	69	75	370
	00000014	76	82	80	80	86	404
	00000015	78	78	71	76	78	381
	00000016	77	71	71	72	75	366
	00000017	80	61	79	78	67	365
	00000018	80	76	78	75	71	380
	00000019	85	77	77	69	77	385
	00000020	73	77	76	75	75	376
	00000021	75	71	74	79	76	375
	00000022	86	77	74	75	81	393
	00000023	75	72	77	73	76	373
	00000024	78	79	77	75	77	386
	00000025	80	77	76	72	75	380
	00000026	82	75	80	77	75	389
	00000027	79	76	74	69	73	371
	00000028	75	77	78	81	75	386
	00000029	76	78	75	70	78	377
	00000030	65	75	80	74	77	371
	00000031	79	78	83	74	72	386
	00000032	71	71	75	78	76	371
	00000033	82	76	87	83	75	403
	00000034	72	77	73	67	76	365
	00000035	79	80	76	85	81	401
	00000036	79	78	84	79	75	395
	00000037	80	77	77	70	75	379
	00000038	77	75	77	73	75	377
	00000039	76	80	72	74	71	373
	00000040	80	76	74	78	76	384
	00000041	73	76	78	68	84	379
	00000042	72	77	77	80	72	378
	00000043	83	80	72	77	74	386
	00000044	77	74	82	78	79	390
	00000045	78	81	81	77	77	394
	00000046	80	75	74	75	77	381
	00000047	78	77	72	72	74	373
	00000048	77	76	76	69	76	374
	00000049	78	80	75	78	78	389
	00000050	81	78	73	77	73	382
	00000051	80	75	72	80	75	382
	00000052	75	80	73	81	78	387
	00000053	76	73	72	80	78	379
	00000054	71	74	77	74	67	363
	00000055	78	81	80	74	82	395
	00000056	76	77	73	72	66	364
	00000057	78	73	78	76	84	389
	00000058	83	78	77	72	81	391
	00000059	69	72	76	77	76	370
	00000060	76	71	75	76	78	376
	00000061	79	78	82	75	75	389
	00000062	75	74	77	76	75	377
	00000063	76	69	74	82	70	371
	00000064	70	76	82	75	75	378
	00000065	76	75	74	71	83	379
	00000066	81	82	74	77	73	387
	00000067	74	76	82	76	78	386
	00000068	75	79	76	76	71	377
	00000069	79	72	80	75	76	382
	00000070	80	80	74	77	73	384
	00000071	76	78	66	79	79	378
	00000072	76	77	71	75	87	386
	00000073	77	81	73	74	77	382
	00000074	74	71	73	71	78	367
	00000075	73	76	74	79	76	378
	00000076	69	78	67	76	80	370
	00000077	72	71	75	78	79	375
	00000078	72	79	73	75	82	381
	00000079	78	74	75	75	77	379
	00000080	74	74	78	71	79	376
	00000081	81	72	79	76	83	391
	00000082	77	76	82	74	69	378
	00000083	76	71	75	75	88	385
	00000084	72	76	77	79	80	384
	00000085	76	77	71	77	74	375
	00000086	76	77	71	77	85	386
	00000087	76	75	75	71	73	370
	00000088	75	77	79	80	77	388
	00000089	82	78	70	71	78	379
	00000090	75	81	84	76	78	394
	00000091	76	81	76	74	76	383
	00000092	79	81	74	78	72	384
	00000093	76	83	79	68	73	379
	00000094	76	75	79	77	74	381
	00000095	78	76	81	74	79	388
	00000096	76	81	76	79	78	390
	00000097	80	80	77	77	77	391
	00000098	80	76	77	76	78	387
	00000099	73	74	80	68	71	366
	00000100	83	83	80	80	81	407
	00000101	79	76	76	72	77	380
	00000102	82	79	81	76	83	401
	00000103	87	77	82	77	75	398
	00000104	70	77	74	74	76	371
	00000105	77	75	76	82	82	392
	00000106	77	70	79	81	76	383
	00000107	76	70	69	73	77	365
	00000108	77	83	74	75	80	389
	00000109	75	80	86	73	72	386
	00000110	75	80	82	78	76	391
	00000111	80	74	76	74	74	378
	00000112	72	79	77	77	74	379
	00000113	74	71	78	74	78	375
	00000114	76	78	76	82	80	392
	00000115	77	71	73	77	77	375
	00000116	84	77	74	76	75	386
	00000117	81	71	71	68	78	369
	00000118	81	80	76	82	80	399
	00000119	73	77	86	77	71	384
	00000120	73	77	74	78	77	379
	00000121	75	75	74	77	77	378
	00000122	82	76	74	70	74	376
	00000123	77	89	80	77	73	396
	00000124	76	70	75	76	76	373
	00000125	71	87	78	78	73	387
	00000126	83	75	77	73	77	385
	00000127	80	78	71	73	81	383
	00000128	75	73	66	80	75	369
	00000129	77	73	78	77	74	379
	00000130	77	78	74	80	73	382
	00000131	73	80	80	74	86	393
	00000132	76	75	74	74	74	373
	00000133	81	68	84	69	83	385
	00000134	73	79	79	77	72	380
	00000135	70	73	80	82	82	387
	00000136	74	78	73	76	77	378
	00000137	76	76	73	78	82	385
	00000138	77	67	68	80	79	371
	00000139	72	74	77	79	86	388
	00000140	80	74	73	73	77	377
	00000141	69	75	77	77	75	373
	00000142	73	76	78	77	77	381
	00000143	77	77	79	74	76	383
	00000144	78	77	72	77	78	382
	00000145	72	68	71	76	78	365
	00000146	79	74	73	76	75	377
	00000147	79	75	73	73	73	373
	00000148	72	82	82	81	75	392
	00000149	73	72	74	79	80	378
	00000150	77	74	78	75	75	379
	00000151	73	80	76	73	81	383
	00000152	76	78	85	79	81	399
	00000153	78	81	80	76	74	389
	00000154	78	74	81	71	75	379
	00000155	77	77	80	73	83	390
	00000156	76	80	79	75	79	389
	00000157	76	80	76	80	78	390
	00000158	78	78	77	78	78	389
	00000159	75	74	82	76	69	376
	00000160	76	77	81	81	79	394
	00000161	74	76	83	75	81	389
	00000162	79	84	71	74	74	382
	00000163	59	78	73	78	74	362
	00000164	75	77	78	78	79	387
	00000165	77	78	70	74	78	377
	00000166	81	81	78	70	75	385
	00000167	73	77	77	82	74	383
	00000168	78	74	77	72	81	382
	00000169	74	77	79	83	77	390
	00000170	74	75	77	77	76	379
	00000171	73	71	76	80	79	379
	00000172	76	75	74	74	73	372
	00000173	78	76	81	86	78	399
	00000174	79	74	77	70	76	376
	00000175	77	78	77	91	77	400
	00000176	81	79	75	72	78	385
	00000177	73	76	81	77	72	379
	00000178	74	75	77	71	77	374
	00000179	75	76	70	75	76	372
	00000180	76	75	74	69	75	369
	00000181	76	80	76	77	81	390
	00000182	72	74	75	76	74	371
	00000183	76	72	83	74	75	380
	00000184	84	80	75	78	75	392
	00000185	69	74	83	73	87	386
	00000186	84	78	76	81	87	406
	00000187	75	78	76	83	77	389
	00000188	78	82	74	77	79	390
	00000189	75	74	83	78	70	380
	00000190	76	78	77	71	74	376
	00000191	80	75	82	78	80	395
	00000192	78	78	66	75	80	377
	00000193	77	75	71	86	75	384
	00000194	73	63	76	75	81	368
	00000195	79	78	74	76	76	383
	00000196	78	77	80	75	77	387
	00000197	76	76	74	76	75	377
	00000198	71	81	76	78	81	387
	00000199	76	75	79	85	76	391
	00000200	78	81	73	76	80	388
	00000201	74	75	77	79	80	385
	00000202	74	74	73	81	79	381
	00000203	86	75	82	74	79	396
	00000204	88	77	73	79	83	400
	00000205	73	73	65	76	65	352
	00000206	78	71	77	78	78	382
	00000207	75	75	70	71	72	363
	00000208	77	76	76	75	68	372
	00000209	71	81	77	76	72	377
	00000210	77	78	77	83	76	391
	00000211	75	76	76	76	75	378
	00000212	76	75	81	78	73	383
	00000213	76	73	74	76	83	382
	00000214	78	81	72	81	78	390
	00000215	75	78	76	77	68	374
	00000216	77	74	73	74	78	376
	00000217	71	72	72	68	73	356
	00000218	73	75	78	76	70	372
	00000219	76	76	82	75	81	390
	00000220	79	77	68	74	78	376
	00000221	77	79	72	64	71	363
	00000222	72	84	80	76	80	392
	00000223	74	76	74	79	75	378
	00000224	79	79	77	75	75	385
	00000225	75	78	75	75	79	382
	00000226	84	88	84	75	81	412
	00000227	84	67	72	73	73	369
	00000228	85	79	74	80	89	407
	00000229	69	75	85	70	72	371
	00000230	78	79	81	81	79	398
	00000231	77	76	67	80	74	374
	00000232	78	75	74	79	74	380
	00000233	76	76	74	79	81	386
	00000234	78	75	76	78	75	382
	00000235	79	75	76	78	73	381
	00000236	82	71	71	85	75	384
	00000237	69	75	77	82	73	376
	00000238	81	69	75	77	71	373
	00000239	78	79	75	80	83	395
	00000240	70	84	77	79	72	382
	00000241	80	74	80	74	78	386
	00000242	74	73	76	77	81	381
	00000243	75	79	75	77	75	381
	00000244	68	74	76	73	77	368
	00000245	71	73	76	78	75	373
	00000246	84	75	78	72	80	389
	00000247	66	75	77	76	79	373
	00000248	78	78	75	73	75	379
	00000249	82	74	80	79	75	390
	00000250	74	72	79	76	81	382
	00000251	82	79	80	75	83	399
	00000252	78	79	76	74	73	380
	00000253	74	72	89	79	77	391
	00000254	86	80	80	82	75	403
	00000255	77	75	79	75	84	390
	00000256	64	78	81	73	75	371
	00000257	79	73	76	75	74	377
	00000258	82	74	70	72	78	376
	00000259	78	74	75	74	74	375
	00000260	65	75	69	78	78	365
	00000261	73	73	75	78	79	378
	00000262	76	72	77	79	74	378
	00000263	76	80	85	71	78	390
	00000264	75	77	72	76	73	373
	00000265	81	84	76	76	81	398
	00000266	73	80	78	78	73	382
	00000267	72	74	75	79	76	376
	00000268	76	75	77	75	78	381
	00000269	75	70	79	72	74	370
	00000270	78	75	82	77	80	392
	00000271	77	75	85	83	74	394
	00000272	77	76	83	73	81	390
	00000273	76	79	75	74	81	385
	00000274	69	78	75	77	74	373
	00000275	74	69	74	76	81	374
	00000276	86	78	80	79	74	397
	00000277	85	84	76	78	78	401
	00000278	75	78	72	73	83	381
	00000279	80	77	69	77	83	386
	00000280	77	75	77	76	77	382
	00000281	68	77	76	74	73	368
	00000282	79	74	73	80	79	385
	00000283	74	76	74	76	78	378
	00000284	77	76	79	81	76	389
	00000285	77	76	72	77	66	368
	00000286	81	73	72	80	74	380
	00000287	78	81	77	80	67	383
	00000288	82	79	78	78	79	396
	00000289	83	77	73	79	79	391
	00000290	79	74	80	81	72	386
	00000291	74	74	77	78	77	380
	00000292	84	74	82	78	77	395
	00000293	75	74	83	77	76	385
	00000294	83	75	80	75	73	386
	00000295	77	78	84	72	76	387
	00000296	75	86	73	73	73	380
	00000297	76	73	78	78	71	376
	00000298	77	68	83	85	80	393
	00000299	74	77	75	79	76	381
	00000300	75	75	81	76	77	384
	00000301	77	76	72	77	75	377
	00000302	78	75	82	72	80	387
	00000303	75	74	74	86	78	387
	00000304	74	81	78	76	70	379
	00000305	79	78	75	80	73	385
	00000306	80	79	70	75	74	378
	00000307	78	77	81	77	73	386
	00000308	75	70	73	73	76	367
	00000309	76	72	75	71	75	369
	00000310	76	76	79	78	71	380
	00000311	76	81	77	78	88	400
	00000312	61	69	75	76	76	357
	00000313	79	73	78	81	74	385
	00000314	74	76	79	77	81	387
	00000315	77	81	74	82	70	384
	00000316	73	83	72	80	78	386
	00000317	77	78	77	70	78	380
	00000318	65	72	75	77	78	367
	00000319	80	83	67	87	75	392
	00000320	78	79	73	78	77	385
	00000321	75	83	76	70	76	380
	00000322	80	71	79	66	77	373
	00000323	73	77	82	82	76	390
	00000324	88	76	76	76	76	392
	00000325	77	76	76	75	78	382
	00000326	74	69	73	75	78	369
	00000327	76	76	76	77	81	386
	00000328	72	77	79	80	77	385
	00000329	75	73	79	77	80	384
	00000330	80	72	78	73	81	384
	00000331	66	78	77	79	77	377
	00000332	73	76	76	77	81	383
	00000333	71	78	76	74	77	376
	00000334	70	78	76	83	83	390
	00000335	78	74	74	75	80	381
	00000336	79	84	76	72	77	388
	00000337	75	76	77	80	78	386
	00000338	75	73	76	77	90	391
	00000339	78	81	76	73	78	386
	00000340	76	83	70	78	76	383
	00000341	75	76	72	72	73	368
	00000342	75	71	78	77	88	389
	00000343	78	77	73	73	74	375
	00000344	73	80	80	75	82	390
	00000345	82	82	79	77	71	391
	00000346	79	77	76	82	76	390
	00000347	80	75	74	73	74	376
	00000348	78	76	72	85	84	395
	00000349	76	73	79	83	74	385
	00000350	75	71	76	78	67	367
	00000351	79	81	78	74	75	387
	00000352	71	78	79	80	84	392
	00000353	72	73	85	74	78	382
	00000354	73	79	82	72	77	383
	00000355	81	73	90	74	74	392
	00000356	74	74	73	75	70	366
	00000357	77	80	74	75	82	388
	00000358	69	74	75	79	78	375
	00000359	74	77	77	73	75	376
	00000360	85	79	80	81	78	403
	00000361	80	71	84	75	81	391
	00000362	65	68	78	77	65	353
	00000363	80	81	78	84	75	398
	00000364	75	76	73	77	73	374
	00000365	80	74	68	75	74	371
	00000366	79	76	76	74	81	386
	00000367	80	76	74	78	80	388
	00000368	78	76	71	74	79	378
	00000369	76	84	75	77	80	392
	00000370	77	81	69	77	75	379
	00000371	67	68	78	75	81	369
	00000372	73	74	79	75	76	377
	00000373	76	81	82	80	81	400
	00000374	71	72	79	76	76	374
	00000375	76	76	82	77	76	387
	00000376	73	70	78	75	80	376
	00000377	75	71	79	79	74	378
	00000378	75	78	81	76	80	390
	00000379	83	72	68	73	77	373
	00000380	79	79	76	70	67	371
	00000381	79	75	68	75	72	369
	00000382	81	74	76	79	73	383
	00000383	74	78	77	72	75	376
	00000384	73	76	79	79	79	386
	00000385	76	78	77	71	76	378
	00000386	79	71	74	74	72	370
	00000387	77	77	74	73	72	373
	00000388	75	76	83	81	74	389
	00000389	80	77	76	84	76	393
	00000390	75	74	81	75	76	381
	00000391	74	77	78	77	79	385
	00000392	79	83	73	84	76	395
	00000393	72	78	75	84	82	391
	00000394	77	76	78	84	76	391
	00000395	74	76	77	77	73	377
	00000396	81	77	63	71	76	368
	00000397	68	75	68	76	74	361
	00000398	66	76	79	65	67	353
	00000399	76	76	79	84	72	387
	00000400	74	77	82	76	70	379
	00000401	72	79	67	81	76	375
	00000402	81	71	68	75	74	369
	00000403	78	80	81	84	73	396
	00000404	82	78	75	81	78	394
	00000405	79	75	66	74	71	365
	00000406	75	75	72	72	77	371
	00000407	76	76	81	76	79	388
	00000408	81	74	77	78	72	382
	00000409	71	62	76	73	73	355
	00000410	81	78	81	74	77	391
	00000411	79	74	76	74	76	379
	00000412	70	71	78	77	72	368
	00000413	77	70	77	86	70	380
	00000414	78	82	75	73	75	383
	00000415	75	73	71	75	77	371
	00000416	77	78	76	78	77	386
	00000417	76	82	72	79	77	386
	00000418	68	82	77	74	86	387
	00000419	71	76	69	71	83	370
	00000420	75	77	82	78	82	394
	00000421	79	77	82	75	66	379
	00000422	77	82	78	77	76	390
	00000423	76	81	74	76	80	387
	00000424	84	86	78	76	66	390
	00000425	78	80	80	81	77	396
	00000426	75	77	78	79	82	391
	00000427	81	82	73	75	71	382
	00000428	75	78	83	78	84	398
	00000429	78	82	79	72	72	383
	00000430	73	80	71	80	79	383
	00000431	73	68	70	72	72	355
	00000432	78	80	74	73	84	389
	00000433	74	70	77	77	71	369
	00000434	78	79	77	79	77	390
	00000435	77	80	78	74	81	390
	00000436	75	77	72	81	73	378
	00000437	87	76	81	76	72	392
	00000438	76	73	75	74	69	367
	00000439	76	73	76	75	72	372
	00000440	74	68	77	76	77	372
	00000441	74	76	80	72	74	376
	00000442	77	76	73	71	75	372
	00000443	86	78	76	78	74	392
	00000444	77	75	77	79	83	391
	00000445	74	73	82	75	74	378
	00000446	84	81	71	83	77	396
	00000447	77	84	76	85	72	394
	00000448	64	76	78	72	80	370
	00000449	83	84	73	71	79	390
	00000450	76	72	76	77	82	383
	00000451	73	76	79	71	79	378
	00000452	82	75	73	77	78	385
	00000453	78	71	71	80	73	373
	00000454	70	76	75	78	77	376
	00000455	82	77	83	80	76	398
	00000456	75	75	75	78	71	374
	00000457	72	76	75	88	72	383
	00000458	76	79	76	81	76	388
	00000459	79	72	77	78	76	382
	00000460	76	78	79	73	78	384
	00000461	82	75	78	74	73	382
	00000462	76	77	79	73	79	384
	00000463	73	74	76	79	76	378
