	学号		语文	数学	英语	物理	化学	总分
	00000001	76	79	79	79	76	389
	00000002	80	74	87	81	74	396
	00000003	68	79	75	77	72	371
	00000004	88	75	77	74	85	399
	00000005	81	82	69	74	70	376
	00000006	68	76	78	76	74	372
	00000007	71	75	78	76	86	386
	00000008	77	79	78	82	72	388
	00000009	68	78	77	78	76	377
	00000010	77	72	75	77	71	372
	00000011	77	79	77	86	75	394
	00000012	78	77	77	73	77	382
	00000013	82	71	71	75	69	368
	00000014	76	76	76	81	75	384
	00000015	68	75	75	68	70	356
	00000016	76	70	74	78	74	372
	00000017	78	77	70	79	79	383
	00000018	78	72	84	78	76	388
	00000019	72	71	79	74	72	368
	00000020	74	75	64	79	78	370
	00000021	80	82	83	80	79	404
	00000022	79	83	86	76	81	405
	00000023	80	75	71	77	71	374
	00000024	74	78	76	78	72	378
	00000025	76	75	76	79	81	387
	00000026	75	79	76	73	71	374
	00000027	74	76	81	74	75	380
	00000028	67	76	76	76	82	377
	00000029	73	79	76	63	82	373
	00000030	78	75	73	77	75	378
	00000031	79	74	78	74	74	379
	00000032	78	76	73	75	78	380
	00000033	80	74	75	71	77	377
	00000034	73	77	83	81	77	391
	00000035	69	70	70	79	81	369
	00000036	83	79	78	75	85	400
	00000037	73	72	81	76	76	378
	00000038	71	76	80	71	79	377
	00000039	76	71	73	74	83	377
	00000040	82	76	68	82	76	384
	00000041	78	76	72	80	78	384
	00000042	80	79	85	72	81	397
	00000043	75	75	75	75	78	378
	00000044	87	80	79	83	77	406
	00000045	76	75	72	76	68	367
	00000046	79	70	77	74	79	379
	00000047	70	66	81	78	76	371
	00000048	79	76	80	69	72	376
	00000049	68	79	77	77	76	377
	00000050	74	79	78	79	81	391
	00000051	79	79	77	62	76	373
	00000052	82	66	79	77	77	381
	00000053	75	71	73	75	77	371
	00000054	83	73	77	67	77	377
	00000055	72	77	85	80	81	395
	00000056	78	79	75	75	73	380
	00000057	71	71	74	79	77	372
	00000058	84	83	74	76	81	398
	00000059	77	77	73	84	76	387
	00000060	77	79	80	77	76	389
	00000061	76	79	74	80	70	379
	00000062	74	77	72	70	76	369
	00000063	65	80	79	72	70	366
	00000064	79	74	80	73	75	381
	00000065	80	76	67	77	75	375
	00000066	79	73	75	72	75	374
	00000067	75	79	74	71	67	366
	00000068	76	82	71	70	76	375
	00000069	76	79	72	80	74	381
	00000070	78	78	81	77	70	384
	00000071	75	74	78	84	78	389
	00000072	80	78	89	76	74	397
	00000073	80	79	78	73	77	387
	00000074	76	75	73	73	79	376
	00000075	77	76	76	76	80	385
	00000076	79	76	72	80	77	384
	00000077	73	69	84	83	79	388
	00000078	79	73	74	79	77	382
	00000079	79	83	78	74	72	386
	00000080	76	78	78	76	70	378
	00000081	77	75	77	73	87	389
	00000082	77	76	76	71	80	380
	00000083	79	76	75	73	80	383
	00000084	78	75	80	73	76	382
	00000085	74	79	76	72	82	383
	00000086	80	79	77	71	76	383
	00000087	74	76	75	69	82	376
	00000088	75	77	78	76	83	389
	00000089	77	75	71	77	78	378
	00000090	77	77	75	80	70	379
	00000091	76	80	78	83	76	393
	00000092	76	80	74	77	67	374
	00000093	77	79	79	84	81	400
	00000094	66	75	77	75	75	368
	00000095	76	78	73	77	73	377
	00000096	77	76	77	77	85	392
	00000097	75	83	74	70	79	381
	00000098	78	71	71	78	75	373
	00000099	78	80	74	76	74	382
	00000100	82	71	74	79	76	382
	00000101	79	75	79	79	83	395
	00000102	68	69	78	77	76	368
	00000103	80	65	79	77	77	378
	00000104	77	77	79	78	77	388
	00000105	77	74	73	63	66	353
	00000106	77	83	80	77	71	388
	00000107	76	82	73	77	77	385
	00000108	75	73	75	74	81	378
	00000109	67	80	74	80	72	373
	00000110	80	76	81	78	78	393
	00000111	74	75	72	82	80	383
	00000112	74	75	78	81	82	390
	00000113	79	73	76	79	81	388
	00000114	76	77	76	79	76	384
	00000115	76	75	80	73	64	368
	00000116	83	75	76	79	73	386
	00000117	76	76	71	74	74	371
	00000118	78	85	78	75	81	397
	00000119	72	75	75	73	78	373
	00000120	75	84	77	79	79	394
	00000121	74	74	74	89	82	393
	00000122	77	76	67	76	78	374
	00000123	76	82	72	77	77	384
	00000124	74	71	75	79	71	370
	00000125	71	74	80	79	71	375
	00000126	78	76	69	79	75	377
	00000127	65	79	77	73	78	372
	00000128	66	81	78	77	72	374
	00000129	70	75	79	77	76	377
	00000130	74	70	83	72	69	368
	00000131	68	78	77	77	80	380
	00000132	70	76	86	83	74	389
	00000133	76	76	74	70	74	370
	00000134	77	77	76	77	74	381
	00000135	74	79	85	74	87	399
	00000136	77	78	76	73	83	387
	00000137	76	78	74	76	76	380
	00000138	78	71	78	76	77	380
	00000139	83	76	75	79	75	388
	00000140	80	73	73	75	78	379
	00000141	78	82	87	76	75	398
	00000142	73	75	77	78	77	380
	00000143	77	68	72	78	70	365
	00000144	73	75	78	85	78	389
	00000145	74	73	78	77	76	378
	00000146	73	65	77	82	80	377
	00000147	87	80	80	76	75	398
	00000148	77	75	79	73	88	392
	00000149	73	72	73	78	72	368
	00000150	75	80	75	75	78	383
	00000151	76	82	73	77	76	384
	00000152	74	72	82	75	75	378
	00000153	80	82	75	80	70	387
	00000154	80	76	79	83	77	395
	00000155	78	72	78	76	76	380
	00000156	67	73	72	79	78	369
	00000157	75	77	72	82	76	382
	00000158	76	81	79	78	73	387
	00000159	76	75	71	78	81	381
	00000160	80	79	82	76	85	402
	00000161	74	80	80	73	80	387
	00000162	90	74	81	76	82	403
	00000163	74	72	80	74	78	378
	00000164	71	75	76	75	74	371
	00000165	68	76	71	80	73	368
	00000166	79	78	78	76	78	389
	00000167	82	66	71	79	75	373
	00000168	75	76	73	68	74	366
	00000169	76	78	75	68	76	373
	00000170	72	78	76	78	81	385
	00000171	75	77	77	79	74	382
	00000172	75	63	80	79	79	376
	00000173	76	76	81	71	80	384
	00000174	72	77	88	82	76	395
	00000175	77	78	76	77	80	388
	00000176	78	76	78	76	80	388
	00000177	79	75	76	80	76	386
	00000178	81	81	73	78	78	391
	00000179	76	77	76	77	77	383
	00000180	76	77	76	77	69	375
	00000181	81	77	69	84	75	386
	00000182	83	77	76	74	71	381
	00000183	80	76	75	79	79	389
	00000184	77	71	78	76	80	382
	00000185	82	75	75	80	81	393
	00000186	74	68	77	77	76	372
	00000187	77	78	72	80	81	388
	00000188	77	75	75	77	77	381
	00000189	78	83	77	72	82	392
	00000190	76	75	77	84	79	391
	00000191	77	86	75	79	79	396
	00000192	78	78	66	72	86	380
	00000193	80	83	79	66	79	387
	00000194	82	75	78	73	78	386
	00000195	77	70	75	73	73	368
	00000196	72	77	69	66	77	361
	00000197	81	75	79	72	77	384
	00000198	75	74	75	75	78	377
	00000199	76	80	75	78	74	383
	00000200	79	83	71	77	77	387
	00000201	78	80	70	77	78	383
	00000202	67	70	79	85	77	378
	00000203	73	67	77	80	73	370
	00000204	73	80	77	72	74	376
	00000205	80	80	75	74	73	382
	00000206	78	72	83	75	76	384
	00000207	74	68	78	72	70	362
	00000208	72	76	81	79	82	390
	00000209	74	75	75	78	79	381
	00000210	74	75	75	76	77	377
	00000211	81	69	75	76	75	376
	00000212	79	83	78	73	77	390
	00000213	77	76	76	70	78	377
	00000214	72	77	70	75	74	368
	00000215	75	76	78	74	77	380
	00000216	75	76	77	74	79	381
	00000217	80	79	77	72	78	386
	00000218	74	78	73	73	79	377
	00000219	85	79	74	71	72	381
	00000220	75	77	83	77	78	390
	00000221	77	75	74	70	75	371
	00000222	69	76	78	79	77	379
	00000223	74	67	81	76	72	370
	00000224	81	74	72	84	78	389
	00000225	78	77	78	79	75	387
	00000226	74	81	74	71	77	377
	00000227	71	73	80	77	77	378
	00000228	77	72	78	75	80	382
	00000229	76	76	72	83	76	383
	00000230	77	78	82	76	79	392
	00000231	78	83	80	78	86	405
	00000232	68	81	71	81	79	380
	00000233	71	75	77	78	73	374
	00000234	75	77	81	78	76	387
	00000235	80	85	71	73	77	386
	00000236	79	86	70	83	77	395
	00000237	76	88	75	78	83	400
	00000238	84	82	80	77	76	399
	00000239	78	72	80	79	76	385
	00000240	72	75	74	76	76	373
	00000241	75	75	78	79	67	374
	00000242	77	78	76	78	76	385
	00000243	67	78	80	73	79	377
	00000244	65	71	84	78	77	375
	00000245	71	71	70	77	78	367
	00000246	76	76	78	77	83	390
	00000247	77	80	76	79	70	382
	00000248	76	80	79	66	79	380
	00000249	81	75	72	79	76	383
	00000250	71	71	75	73	81	371
	00000251	79	75	78	74	76	382
	00000252	74	75	73	80	68	370
	00000253	76	74	79	69	74	372
	00000254	78	77	76	72	74	377
	00000255	75	84	72	78	74	383
	00000256	78	82	78	78	76	392
	00000257	77	84	75	71	74	381
	00000258	78	82	72	84	82	398
	00000259	76	77	80	80	73	386
	00000260	75	73	75	78	78	379
	00000261	80	63	69	78	78	368
	00000262	78	72	85	74	76	385
	00000263	77	73	75	76	75	376
	00000264	78	81	73	76	72	380
	00000265	78	76	70	78	74	376
	00000266	75	78	84	75	75	387
	00000267	80	74	77	78	75	384
	00000268	76	77	78	74	73	378
	00000269	75	85	70	75	71	376
	00000270	75	81	82	74	77	389
	00000271	72	76	83	81	73	385
	00000272	74	67	75	75	70	361
	00000273	78	76	73	77	75	379
	00000274	81	69	77	77	83	387
	00000275	75	85	82	78	80	400
	00000276	82	76	73	82	77	390
	00000277	71	72	83	79	86	391
	00000278	80	75	78	81	76	390
	00000279	77	71	79	81	78	386
	00000280	78	76	75	80	74	383
	00000281	76	75	78	71	81	381
	00000282	75	84	77	77	78	391
	00000283	77	77	74	79	70	377
	00000284	75	77	75	77	78	382
	00000285	85	77	72	74	81	389
	00000286	80	75	79	86	76	396
	00000287	74	73	76	82	81	386
	00000288	81	76	72	84	75	388
	00000289	74	70	76	74	76	370
	00000290	80	78	74	77	73	382
	00000291	75	80	80	78	77	390
	00000292	72	77	77	76	78	380
	00000293	73	75	73	78	77	376
	00000294	81	76	76	69	78	380
	00000295	75	77	77	80	76	385
	00000296	76	72	77	81	79	385
	00000297	79	77	75	77	81	389
	00000298	75	76	77	82	80	390
	00000299	74	78	77	79	77	385
	00000300	78	78	78	76	79	389
	00000301	78	76	74	80	69	377
	00000302	78	79	71	70	79	377
	00000303	77	78	81	78	82	396
	00000304	75	77	83	65	87	387
	00000305	67	87	83	77	76	390
	00000306	78	72	79	75	77	381
	00000307	75	75	76	78	81	385
	00000308	77	73	78	80	69	377
	00000309	76	81	75	83	79	394
	00000310	70	81	83	78	74	386
	00000311	71	75	77	74	73	370
	00000312	83	74	77	77	85	396
	00000313	80	72	75	72	80	379
	00000314	80	73	78	79	73	383
	00000315	71	81	75	78	72	377
	00000316	79	77	75	77	71	379
	00000317	83	80	77	73	76	389
	00000318	70	78	75	78	80	381
	00000319	80	78	66	77	76	377
	00000320	69	77	71	83	73	373
	00000321	80	74	76	73	86	389
	00000322	79	74	76	89	80	398
	00000323	78	76	79	76	83	392
	00000324	77	78	82	77	73	387
	00000325	84	82	87	73	78	404
	00000326	78	81	71	77	75	382
	00000327	76	78	78	76	77	385
	00000328	73	76	74	73	75	371
	00000329	84	77	74	76	79	390
	00000330	75	79	78	77	82	391
	00000331	75	75	76	70	66	362
	00000332	79	79	79	75	78	390
	00000333	76	77	77	80	76	386
	00000334	80	80	72	70	79	381
	00000335	76	72	70	70	76	364
	00000336	75	79	72	84	76	386
	00000337	82	76	71	78	73	380
	00000338	74	74	76	82	82	388
	00000339	75	77	76	87	65	380
	00000340	85	75	76	78	75	389
	00000341	76	72	79	73	67	367
	00000342	75	84	77	78	83	397
	00000343	74	77	76	75	82	384
	00000344	74	76	78	76	72	376
	00000345	71	82	74	78	73	378
	00000346	75	77	82	76	70	380
	00000347	79	78	75	75	80	387
	00000348	79	76	76	83	67	381
	00000349	80	73	73	70	76	372
	00000350	78	86	76	75	77	392
	00000351	78	77	75	75	76	381
