	学号		语文	数学	英语	物理	化学	总分
	00000001	74	73	81	76	73	377
	00000002	73	73	74	79	75	374
	00000003	80	72	78	77	77	384
	00000004	80	72	88	82	80	402
	00000005	73	76	78	77	63	367
	00000006	79	75	71	78	80	383
	00000007	79	75	77	77	76	384
	00000008	83	74	76	78	82	393
	00000009	88	83	76	84	77	408
	00000010	76	76	72	84	74	382
	00000011	75	73	75	76	74	373
	00000012	72	72	68	77	78	367
	00000013	79	76	76	80	79	390
	00000014	77	74	71	82	79	383
	00000015	80	76	81	80	81	398
	00000016	91	77	84	77	77	406
	00000017	76	80	77	78	76	387
	00000018	76	77	72	90	75	390
	00000019	85	76	74	76	76	387
	00000020	74	78	73	74	75	374
	00000021	75	73	74	77	78	377
	00000022	78	77	77	73	82	387
	00000023	76	75	71	77	82	381
	00000024	76	76	76	70	71	369
	00000025	76	81	73	84	77	391
	00000026	72	73	77	76	81	379
	00000027	72	81	78	77	74	382
	00000028	72	85	85	80	78	400
	00000029	78	77	72	78	81	386
	00000030	77	79	73	77	81	387
	00000031	79	78	78	78	79	392
	00000032	74	81	79	78	80	392
	00000033	80	66	76	76	75	373
	00000034	76	77	78	79	78	388
	00000035	75	83	76	77	77	388
	00000036	74	78	84	76	77	389
	00000037	76	77	73	83	76	385
	00000038	77	79	75	73	78	382
	00000039	79	68	77	78	77	379
	00000040	78	84	74	78	74	388
	00000041	77	76	84	77	81	395
	00000042	75	66	74	75	77	367
	00000043	78	73	75	72	77	375
	00000044	78	77	72	78	79	384
	00000045	77	80	76	81	79	393
	00000046	75	75	75	69	73	367
	00000047	75	79	77	74	71	376
	00000048	77	79	74	77	77	384
	00000049	80	77	85	83	79	404
	00000050	84	80	70	80	77	391
	00000051	76	76	75	77	72	376
	00000052	73	80	68	77	80	378
	00000053	73	89	77	66	76	381
	00000054	77	77	73	82	79	388
	00000055	75	76	68	74	78	371
	00000056	70	69	81	77	77	374
	00000057	79	73	77	80	76	385
	00000058	80	75	80	78	78	391
	00000059	69	74	75	80	74	372
	00000060	77	84	77	76	78	392
	00000061	76	76	81	79	82	394
	00000062	78	75	84	73	78	388
	00000063	75	77	80	78	81	391
	00000064	86	81	79	79	71	396
	00000065	78	76	76	75	74	379
	00000066	76	72	77	73	77	375
	00000067	79	77	84	79	72	391
	00000068	74	79	84	74	79	390
	00000069	79	68	65	81	76	369
	00000070	82	84	79	80	76	401
	00000071	71	74	73	79	83	380
	00000072	80	77	77	72	78	384
	00000073	79	74	76	79	77	385
	00000074	69	75	76	82	76	378
	00000075	74	79	73	74	74	374
	00000076	77	74	79	78	79	387
	00000077	79	76	77	71	74	377
	00000078	76	79	74	77	76	382
	00000079	77	78	82	79	73	389
	00000080	84	73	83	80	75	395
	00000081	79	84	78	84	73	398
	00000082	78	81	76	77	76	388
	00000083	78	80	73	79	78	388
	00000084	79	75	75	77	72	378
	00000085	73	79	69	77	77	375
	00000086	78	65	78	78	76	375
	00000087	81	76	83	73	81	394
	00000088	81	82	83	75	75	396
	00000089	78	75	76	79	75	383
	00000090	81	67	73	69	76	366
	00000091	76	73	80	82	77	388
	00000092	78	79	80	74	74	385
	00000093	74	80	73	74	74	375
	00000094	74	81	77	73	77	382
	00000095	80	77	77	71	76	381
	00000096	78	78	77	82	76	391
	00000097	73	73	70	84	75	375
	00000098	76	81	72	85	76	390
	00000099	78	82	73	74	76	383
	00000100	78	71	73	81	83	386
	00000101	71	79	73	77	67	367
	00000102	74	75	81	79	75	384
	00000103	75	78	78	74	77	382
	00000104	74	70	79	75	76	374
	00000105	74	75	75	78	69	371
	00000106	78	83	75	74	82	392
	00000107	72	78	74	76	76	376
	00000108	68	75	73	84	78	378
	00000109	73	72	69	75	70	359
	00000110	78	73	76	81	78	386
	00000111	75	70	82	79	76	382
	00000112	78	78	77	77	71	381
	00000113	81	78	80	80	80	399
	00000114	73	82	80	76	81	392
	00000115	77	71	75	74	73	370
	00000116	77	75	77	74	72	375
	00000117	77	78	74	78	76	383
	00000118	82	82	82	78	77	401
	00000119	82	75	76	87	78	398
	00000120	81	78	75	76	84	394
	00000121	75	74	85	85	78	397
	00000122	78	77	75	82	76	388
	00000123	80	74	74	85	80	393
	00000124	81	70	80	73	81	385
	00000125	76	73	76	75	78	378
	00000126	80	80	70	80	75	385
	00000127	71	71	78	75	68	363
	00000128	84	74	80	80	74	392
	00000129	79	79	77	79	83	397
	00000130	77	82	76	79	83	397
	00000131	77	73	75	76	77	378
	00000132	76	70	82	78	76	382
	00000133	77	79	78	69	75	378
	00000134	75	77	81	74	81	388
	00000135	79	79	81	82	80	401
	00000136	82	76	75	71	81	385
	00000137	83	74	79	78	82	396
	00000138	74	81	78	80	76	389
	00000139	79	74	79	76	78	386
	00000140	82	75	76	78	74	385
	00000141	77	79	79	73	79	387
	00000142	75	84	71	78	78	386
	00000143	74	77	75	85	81	392
	00000144	78	72	77	82	76	385
	00000145	70	76	76	77	75	374
	00000146	75	75	76	72	82	380
	00000147	79	77	71	79	73	379
	00000148	72	78	71	80	76	377
	00000149	76	73	74	74	74	371
	00000150	74	79	79	75	79	386
	00000151	78	79	77	82	78	394
	00000152	69	72	77	85	78	381
	00000153	79	76	81	72	80	388
	00000154	72	71	72	75	70	360
	00000155	76	76	83	79	81	395
	00000156	76	76	79	70	80	381
	00000157	79	79	76	80	74	388
	00000158	75	80	77	80	69	381
	00000159	74	76	78	76	82	386
	00000160	81	79	75	72	81	388
	00000161	83	76	88	79	74	400
	00000162	75	80	77	79	81	392
	00000163	77	83	77	78	82	397
	00000164	76	78	76	75	77	382
	00000165	79	72	72	79	80	382
	00000166	87	82	77	74	71	391
	00000167	79	81	70	79	76	385
	00000168	73	77	81	76	72	379
	00000169	74	76	69	72	81	372
	00000170	78	82	79	75	70	384
	00000171	76	67	85	79	81	388
	00000172	80	78	83	76	80	397
	00000173	77	82	76	76	75	386
	00000174	75	78	77	77	77	384
	00000175	76	70	76	75	81	378
	00000176	77	77	77	79	75	385
	00000177	86	80	74	80	75	395
	00000178	76	75	84	82	78	395
	00000179	85	79	78	75	80	397
	00000180	73	78	77	77	79	384
	00000181	80	77	77	76	72	382
	00000182	74	71	82	73	74	374
	00000183	73	79	75	75	84	386
	00000184	78	78	74	74	77	381
	00000185	78	79	81	78	77	393
	00000186	71	71	76	71	83	372
	00000187	72	70	69	83	80	374
	00000188	73	81	81	80	83	398
	00000189	79	80	82	77	69	387
	00000190	78	76	82	79	72	387
	00000191	79	76	73	76	73	377
	00000192	74	81	77	77	74	383
	00000193	76	80	76	75	93	400
	00000194	70	73	71	75	79	368
	00000195	75	78	77	80	73	383
	00000196	75	77	82	79	72	385
	00000197	68	81	75	75	71	370
	00000198	75	76	82	80	76	389
	00000199	77	79	74	77	64	371
