	学号		语文	数学	英语	物理	化学	总分
	00000001	81	80	80	78	81	400
	00000002	77	82	76	78	83	396
	00000003	77	79	81	75	78	390
	00000004	77	78	69	78	80	382
	00000005	76	80	80	71	75	382
	00000006	76	86	75	74	86	397
	00000007	80	76	76	77	83	392
	00000008	78	71	78	80	78	385
	00000009	81	75	82	78	82	398
	00000010	76	78	70	74	73	371
	00000011	81	72	71	77	75	376
	00000012	80	76	67	74	79	376
	00000013	81	75	77	77	82	392
	00000014	76	84	78	72	73	383
	00000015	73	79	75	82	69	378
	00000016	84	75	73	74	79	385
	00000017	77	79	68	73	70	367
	00000018	75	74	77	83	77	386
	00000019	85	76	76	77	74	388
	00000020	80	75	77	75	75	382
	00000021	76	72	75	81	80	384
	00000022	74	74	72	77	79	376
	00000023	75	82	74	76	74	381
	00000024	77	71	67	69	82	366
	00000025	76	78	78	80	76	388
	00000026	77	78	71	71	73	370
	00000027	79	83	75	75	82	394
	00000028	79	77	78	80	76	390
	00000029	78	80	75	81	76	390
	00000030	77	71	75	74	88	385
	00000031	78	73	81	77	65	374
	00000032	66	69	76	77	80	368
	00000033	78	70	80	74	76	378
	00000034	70	84	78	74	70	376
	00000035	76	76	76	73	79	380
	00000036	75	74	72	84	77	382
	00000037	74	76	84	79	75	388
	00000038	79	74	75	76	75	379
	00000039	75	69	80	76	86	386
	00000040	77	76	76	76	79	384
	00000041	78	74	76	76	71	375
	00000042	73	78	76	81	84	392
	00000043	78	73	78	75	88	392
	00000044	75	74	74	70	71	364
	00000045	76	78	79	73	76	382
	00000046	77	77	88	83	76	401
	00000047	74	79	77	77	67	374
	00000048	70	84	73	80	73	380
	00000049	86	74	79	80	68	387
	00000050	79	73	70	80	71	373
	00000051	77	77	74	84	78	390
	00000052	76	85	71	74	77	383
	00000053	76	87	81	85	76	405
	00000054	78	76	79	76	77	386
	00000055	62	78	76	75	80	371
	00000056	76	77	73	80	79	385
	00000057	74	76	73	75	77	375
	00000058	80	70	76	81	76	383
	00000059	69	79	78	74	74	374
	00000060	81	68	84	77	79	389
	00000061	76	78	77	81	73	385
	00000062	86	71	73	77	75	382
	00000063	76	79	77	66	73	371
