	学号		语文	数学	英语	物理	化学	总分
	00000001	78	80	77	82	74	391
	00000002	76	79	74	77	75	381
	00000003	74	76	80	79	77	386
	00000004	76	78	77	79	74	384
	00000005	72	69	82	88	80	391
	00000006	78	81	77	80	77	393
	00000007	78	80	80	75	78	391
	00000008	80	76	77	76	77	386
	00000009	65	76	77	70	76	364
	00000010	72	78	75	72	76	373
	00000011	72	79	72	78	78	379
	00000012	73	72	67	75	76	363
	00000013	76	78	76	78	72	380
	00000014	77	76	76	75	79	383
	00000015	75	78	69	77	85	384
	00000016	76	75	77	79	79	386
	00000017	77	77	74	78	70	376
	00000018	73	69	77	74	76	369
	00000019	78	73	80	74	86	391
	00000020	70	78	79	76	80	383
	00000021	76	75	73	71	80	375
	00000022	76	74	75	76	78	379
	00000023	81	83	78	77	78	397
	00000024	73	77	78	76	78	382
	00000025	82	79	85	79	73	398
	00000026	76	77	79	80	78	390
	00000027	81	83	75	81	79	399
	00000028	79	76	73	76	76	380
	00000029	80	77	76	74	79	386
	00000030	76	80	77	76	73	382
	00000031	77	79	74	80	82	392
	00000032	76	76	76	81	75	384
	00000033	74	76	76	75	73	374
	00000034	75	79	80	79	76	389
	00000035	60	75	80	68	76	359
	00000036	80	75	75	79	78	387
	00000037	75	80	76	78	76	385
	00000038	61	77	73	76	81	368
	00000039	79	79	76	78	78	390
	00000040	78	79	80	85	76	398
	00000041	74	77	78	78	72	379
	00000042	80	77	76	78	77	388
	00000043	77	76	71	77	76	377
	00000044	77	74	77	77	81	386
	00000045	79	75	75	77	77	383
	00000046	75	80	78	74	77	384
	00000047	79	77	71	77	81	385
	00000048	79	77	75	72	76	379
	00000049	77	77	74	74	76	378
	00000050	80	79	73	74	72	378
	00000051	74	77	78	78	79	386
	00000052	81	80	73	75	77	386
	00000053	81	82	75	78	73	389
	00000054	72	75	80	78	75	380
	00000055	68	79	75	76	75	373
	00000056	84	76	83	75	77	395
	00000057	76	70	80	80	77	383
	00000058	75	75	71	83	73	377
	00000059	80	76	71	72	72	371
	00000060	79	72	84	79	80	394
	00000061	77	73	84	76	75	385
	00000062	79	77	78	75	77	386
	00000063	76	77	76	72	73	374
	00000064	76	71	76	74	78	375
	00000065	76	75	75	70	76	372
	00000066	75	75	78	77	80	385
	00000067	73	72	87	78	85	395
	00000068	75	75	84	78	79	391
	00000069	68	78	76	77	80	379
	00000070	78	76	77	80	72	383
	00000071	77	73	77	73	77	377
	00000072	80	72	70	68	77	367
	00000073	75	76	78	83	83	395
	00000074	76	78	75	76	77	382
	00000075	69	76	75	78	76	374
	00000076	75	77	73	82	76	383
	00000077	77	74	81	78	79	389
	00000078	71	75	76	76	85	383
	00000079	81	77	83	78	83	402
	00000080	67	77	77	72	77	370
	00000081	74	88	82	78	72	394
	00000082	75	75	81	74	78	383
	00000083	77	73	71	73	80	374
	00000084	75	72	81	73	77	378
	00000085	79	75	72	81	82	389
	00000086	76	81	77	80	72	386
